loop_id,loop_chr,loop_start,loop_end,chr1,start1,end1,chr2,start2,end2
16629,chr2,195332500,195657500,chr2,195332500,195337500,chr2,195652500,195657500
29647,chr2,195662500,196067500,chr2,195662500,195667500,chr2,196062500,196067500
18633,chr2,195672500,196067500,chr2,195672500,195677500,chr2,196062500,196067500
3822,chr2,213250000,215935000,chr2,213250000,213255000,chr2,215930000,215935000
18646,chr2,213252500,215917500,chr2,213252500,213257500,chr2,215912500,215917500
31891,chr2,213252500,215937500,chr2,213252500,213257500,chr2,215932500,215937500
11409,chr2,213252500,216017500,chr2,213252500,213257500,chr2,216012500,216017500
3823,chr2,213802500,215927500,chr2,213802500,213807500,chr2,215922500,215927500
3824,chr2,214952500,215917500,chr2,214952500,214957500,chr2,215912500,215917500
23589,chr2,214955000,215925000,chr2,214955000,214960000,chr2,215920000,215925000
11411,chr2,215275000,215385000,chr2,215275000,215280000,chr2,215380000,215385000
16655,chr2,215302500,215427500,chr2,215302500,215307500,chr2,215422500,215427500
23590,chr2,215322500,215427500,chr2,215322500,215327500,chr2,215422500,215427500
16672,chr2,223975000,224325000,chr2,223975000,223980000,chr2,224320000,224325000
11439,chr2,223982500,224287500,chr2,223982500,223987500,chr2,224282500,224287500
3843,chr2,223982500,224357500,chr2,223982500,223987500,chr2,224352500,224357500
18650,chr2,223982500,224647500,chr2,223982500,223987500,chr2,224642500,224647500
16673,chr2,223982500,225007500,chr2,223982500,223987500,chr2,225002500,225007500
23621,chr2,223992500,224287500,chr2,223992500,223997500,chr2,224282500,224287500
23662,chr2,231892500,232417500,chr2,231892500,231897500,chr2,232412500,232417500
11472,chr2,231892500,232427500,chr2,231892500,231897500,chr2,232422500,232427500
29711,chr2,231902500,232437500,chr2,231902500,231907500,chr2,232432500,232437500
3871,chr2,231910000,232440000,chr2,231910000,231915000,chr2,232435000,232440000
29713,chr2,232332500,232447500,chr2,232332500,232337500,chr2,232442500,232447500
16685,chr2,232342500,232447500,chr2,232342500,232347500,chr2,232442500,232447500
16686,chr2,232365000,232440000,chr2,232365000,232370000,chr2,232435000,232440000
11478,chr2,232850000,233850000,chr2,232850000,232855000,chr2,233845000,233850000
23854,chr20,44112500,44467500,chr20,44112500,44117500,chr20,44462500,44467500
23855,chr20,44115000,44190000,chr20,44115000,44120000,chr20,44185000,44190000
4035,chr20,44115000,44195000,chr20,44115000,44120000,chr20,44190000,44195000
23856,chr20,44122500,44607500,chr20,44122500,44127500,chr20,44602500,44607500
4114,chr21,25602500,26727500,chr21,25602500,25607500,chr21,26722500,26727500
23964,chr21,25610000,26720000,chr21,25610000,25615000,chr21,26715000,26720000
11723,chr21,25635000,26660000,chr21,25635000,25640000,chr21,26655000,26660000
16788,chr21,25882500,26167500,chr21,25882500,25887500,chr21,26162500,26167500
23966,chr21,25882500,26177500,chr21,25882500,25887500,chr21,26172500,26177500
11742,chr21,31680000,31730000,chr21,31680000,31685000,chr21,31725000,31730000
11743,chr21,31785000,32600000,chr21,31785000,31790000,chr21,32595000,32600000
16799,chr21,31872500,32607500,chr21,31872500,31877500,chr21,32602500,32607500
23987,chr21,32262500,32607500,chr21,32262500,32267500,chr21,32602500,32607500
16800,chr21,32272500,32607500,chr21,32272500,32277500,chr21,32602500,32607500
11745,chr21,32335000,32600000,chr21,32335000,32340000,chr21,32595000,32600000
24035,chr21,41280000,41605000,chr21,41280000,41285000,chr21,41600000,41605000
4165,chr21,41280000,41610000,chr21,41280000,41285000,chr21,41605000,41610000
4166,chr21,41282500,41467500,chr21,41282500,41287500,chr21,41462500,41467500
16808,chr21,41282500,41807500,chr21,41282500,41287500,chr21,41802500,41807500
4171,chr21,42592500,42827500,chr21,42592500,42597500,chr21,42822500,42827500
24043,chr21,42595000,42825000,chr21,42595000,42600000,chr21,42820000,42825000
29857,chr21,42652500,42817500,chr21,42652500,42657500,chr21,42812500,42817500
4207,chr22,28602500,29247500,chr22,28602500,28607500,chr22,29242500,29247500
24081,chr22,28842500,29247500,chr22,28842500,28847500,chr22,29242500,29247500
4208,chr22,28850000,29160000,chr22,28850000,28855000,chr22,29155000,29160000
24082,chr22,28852500,29157500,chr22,28852500,28857500,chr22,29152500,29157500
18685,chr22,28852500,29247500,chr22,28852500,28857500,chr22,29242500,29247500
4210,chr22,29402500,32157500,chr22,29402500,29407500,chr22,32152500,32157500
24090,chr22,30105000,30390000,chr22,30105000,30110000,chr22,30385000,30390000
4216,chr22,30112500,30387500,chr22,30112500,30117500,chr22,30382500,30387500
4219,chr22,30272500,30387500,chr22,30272500,30277500,chr22,30382500,30387500
4221,chr22,30762500,31147500,chr22,30762500,30767500,chr22,31142500,31147500
24095,chr22,30940000,31155000,chr22,30940000,30945000,chr22,31150000,31155000
4223,chr22,30945000,31150000,chr22,30945000,30950000,chr22,31145000,31150000
11838,chr22,31090000,31150000,chr22,31090000,31095000,chr22,31145000,31150000
11837,chr22,31092500,31277500,chr22,31092500,31097500,chr22,31272500,31277500
31931,chr22,32522500,32817500,chr22,32522500,32527500,chr22,32812500,32817500
11842,chr22,32522500,32997500,chr22,32522500,32527500,chr22,32992500,32997500
29882,chr22,32522500,33207500,chr22,32522500,32527500,chr22,33202500,33207500
11844,chr22,32532500,32827500,chr22,32532500,32537500,chr22,32822500,32827500
29883,chr22,32532500,32997500,chr22,32532500,32537500,chr22,32992500,32997500
16823,chr22,32652500,33207500,chr22,32652500,32657500,chr22,33202500,33207500
24106,chr22,32660000,33000000,chr22,32660000,32665000,chr22,32995000,33000000
24107,chr22,32802500,32987500,chr22,32802500,32807500,chr22,32982500,32987500
11845,chr22,32832500,32987500,chr22,32832500,32837500,chr22,32982500,32987500
11868,chr22,38752500,39127500,chr22,38752500,38757500,chr22,39122500,39127500
18690,chr22,38762500,39007500,chr22,38762500,38767500,chr22,39002500,39007500
24131,chr22,38762500,39117500,chr22,38762500,38767500,chr22,39112500,39117500
16828,chr22,38772500,39127500,chr22,38772500,38777500,chr22,39122500,39127500
11869,chr22,38775000,39045000,chr22,38775000,38780000,chr22,39040000,39045000
24132,chr22,38852500,39147500,chr22,38852500,38857500,chr22,39142500,39147500
4255,chr22,38862500,38997500,chr22,38862500,38867500,chr22,38992500,38997500
24133,chr22,38862500,39127500,chr22,38862500,38867500,chr22,39122500,39127500
24134,chr22,38865000,38995000,chr22,38865000,38870000,chr22,38990000,38995000
11870,chr22,38872500,39127500,chr22,38872500,38877500,chr22,39122500,39127500
4256,chr22,39012500,39127500,chr22,39012500,39017500,chr22,39122500,39127500
29901,chr22,45992500,46317500,chr22,45992500,45997500,chr22,46312500,46317500
16839,chr22,46002500,46317500,chr22,46002500,46007500,chr22,46312500,46317500
4286,chr22,46122500,46317500,chr22,46122500,46127500,chr22,46312500,46317500
18695,chr22,46122500,46547500,chr22,46122500,46127500,chr22,46542500,46547500
24163,chr22,46125000,46315000,chr22,46125000,46130000,chr22,46310000,46315000
24164,chr22,46132500,46547500,chr22,46132500,46137500,chr22,46542500,46547500
24175,chr3,4655000,5065000,chr3,4655000,4660000,chr3,5060000,5065000
4295,chr3,4655000,5070000,chr3,4655000,4660000,chr3,5065000,5070000
11905,chr3,4710000,5195000,chr3,4710000,4715000,chr3,5190000,5195000
24176,chr3,4712500,5047500,chr3,4712500,4717500,chr3,5042500,5047500
11904,chr3,4712500,5057500,chr3,4712500,4717500,chr3,5052500,5057500
4296,chr3,4715000,5030000,chr3,4715000,4720000,chr3,5025000,5030000
31937,chr3,4720000,4980000,chr3,4720000,4725000,chr3,4975000,4980000
16846,chr3,4980000,5025000,chr3,4980000,4985000,chr3,5020000,5025000
31941,chr3,9992500,11867500,chr3,9992500,9997500,chr3,11862500,11867500
18699,chr3,9992500,11877500,chr3,9992500,9997500,chr3,11872500,11877500
4305,chr3,10042500,11877500,chr3,10042500,10047500,chr3,11872500,11877500
24195,chr3,10942500,11337500,chr3,10942500,10947500,chr3,11332500,11337500
11918,chr3,11060000,11155000,chr3,11060000,11065000,chr3,11150000,11155000
31942,chr3,11062500,11337500,chr3,11062500,11067500,chr3,11332500,11337500
11919,chr3,11072500,11327500,chr3,11072500,11077500,chr3,11322500,11327500
24197,chr3,11150000,11650000,chr3,11150000,11155000,chr3,11645000,11650000
4311,chr3,11152500,11347500,chr3,11152500,11157500,chr3,11342500,11347500
24198,chr3,11230000,11335000,chr3,11230000,11235000,chr3,11330000,11335000
4312,chr3,11232500,11337500,chr3,11232500,11237500,chr3,11332500,11337500
12007,chr3,38002500,38477500,chr3,38002500,38007500,chr3,38472500,38477500
24299,chr3,38012500,38487500,chr3,38012500,38017500,chr3,38482500,38487500
12008,chr3,38022500,38477500,chr3,38022500,38027500,chr3,38472500,38477500
4380,chr3,38052500,42837500,chr3,38052500,38057500,chr3,42832500,42837500
4381,chr3,38112500,38307500,chr3,38112500,38117500,chr3,38302500,38307500
12009,chr3,38112500,38477500,chr3,38112500,38117500,chr3,38472500,38477500
12033,chr3,45040000,45150000,chr3,45040000,45045000,chr3,45145000,45150000
4405,chr3,45042500,45217500,chr3,45042500,45047500,chr3,45212500,45217500
4406,chr3,45042500,45507500,chr3,45042500,45047500,chr3,45502500,45507500
4407,chr3,45042500,45667500,chr3,45042500,45047500,chr3,45662500,45667500
29958,chr3,45090000,45205000,chr3,45090000,45095000,chr3,45200000,45205000
12034,chr3,45095000,45215000,chr3,45095000,45100000,chr3,45210000,45215000
12035,chr3,45135000,45215000,chr3,45135000,45140000,chr3,45210000,45215000
12051,chr3,53110000,53710000,chr3,53110000,53115000,chr3,53705000,53710000
4436,chr3,53115000,53200000,chr3,53115000,53120000,chr3,53195000,53200000
18709,chr3,56992500,57167500,chr3,56992500,56997500,chr3,57162500,57167500
16901,chr3,57092500,58177500,chr3,57092500,57097500,chr3,58172500,58177500
12067,chr3,57095000,57435000,chr3,57095000,57100000,chr3,57430000,57435000
12068,chr3,57102500,57847500,chr3,57102500,57107500,chr3,57842500,57847500
12069,chr3,57102500,57867500,chr3,57102500,57107500,chr3,57862500,57867500
12070,chr3,57170000,57585000,chr3,57170000,57175000,chr3,57580000,57585000
18720,chr3,121152500,130727500,chr3,121152500,121157500,chr3,130722500,130727500
4585,chr3,123722500,125687500,chr3,123722500,123727500,chr3,125682500,125687500
18722,chr3,124562500,124907500,chr3,124562500,124567500,chr3,124902500,124907500
30062,chr3,124742500,125587500,chr3,124742500,124747500,chr3,125582500,125587500
16974,chr3,124752500,124987500,chr3,124752500,124757500,chr3,124982500,124987500
4589,chr3,124762500,124907500,chr3,124762500,124767500,chr3,124902500,124907500
12201,chr3,124765000,125440000,chr3,124765000,124770000,chr3,125435000,125440000
4591,chr3,124922500,125587500,chr3,124922500,124927500,chr3,125582500,125587500
4592,chr3,124925000,124990000,chr3,124925000,124930000,chr3,124985000,124990000
24507,chr3,124925000,125440000,chr3,124925000,124930000,chr3,125435000,125440000
4593,chr3,124925000,125445000,chr3,124925000,124930000,chr3,125440000,125445000
24506,chr3,124925000,125585000,chr3,124925000,124930000,chr3,125580000,125585000
31963,chr3,125762500,129997500,chr3,125762500,125767500,chr3,129992500,129997500
16976,chr3,126512500,127547500,chr3,126512500,126517500,chr3,127542500,127547500
30065,chr3,126522500,127547500,chr3,126522500,126527500,chr3,127542500,127547500
16977,chr3,126672500,127547500,chr3,126672500,126677500,chr3,127542500,127547500
24628,chr3,156150000,157085000,chr3,156150000,156155000,chr3,157080000,157085000
4714,chr3,156150000,157090000,chr3,156150000,156155000,chr3,157085000,157090000
4715,chr3,156150000,157140000,chr3,156150000,156155000,chr3,157135000,157140000
4718,chr3,156152500,157077500,chr3,156152500,156157500,chr3,157072500,157077500
30121,chr3,156152500,157137500,chr3,156152500,156157500,chr3,157132500,157137500
12300,chr3,156460000,157145000,chr3,156460000,156465000,chr3,157140000,157145000
4719,chr3,156522500,157147500,chr3,156522500,156527500,chr3,157142500,157147500
30123,chr3,156542500,157087500,chr3,156542500,156547500,chr3,157082500,157087500
24631,chr3,156542500,157147500,chr3,156542500,156547500,chr3,157142500,157147500
4721,chr3,156550000,157090000,chr3,156550000,156555000,chr3,157085000,157090000
4722,chr3,156670000,157085000,chr3,156670000,156675000,chr3,157080000,157085000
4723,chr3,156675000,157135000,chr3,156675000,156680000,chr3,157130000,157135000
24632,chr3,156680000,157135000,chr3,156680000,156685000,chr3,157130000,157135000
12302,chr3,156810000,157145000,chr3,156810000,156815000,chr3,157140000,157145000
24633,chr3,156822500,157137500,chr3,156822500,156827500,chr3,157132500,157137500
4724,chr3,157085000,157130000,chr3,157085000,157090000,chr3,157125000,157130000
12359,chr3,182710000,183180000,chr3,182710000,182715000,chr3,183175000,183180000
4803,chr3,182712500,183387500,chr3,182712500,182717500,chr3,183382500,183387500
12360,chr3,183110000,183265000,chr3,183110000,183115000,chr3,183260000,183265000
4804,chr3,183120000,183185000,chr3,183120000,183125000,chr3,183180000,183185000
24712,chr3,183120000,183385000,chr3,183120000,183125000,chr3,183380000,183385000
4805,chr3,183122500,183387500,chr3,183122500,183127500,chr3,183382500,183387500
24713,chr3,183125000,183180000,chr3,183125000,183130000,chr3,183175000,183180000
17073,chr4,6342500,7087500,chr4,6342500,6347500,chr4,7082500,7087500
12452,chr4,17542500,17647500,chr4,17542500,17547500,chr4,17642500,17647500
12451,chr4,17542500,17797500,chr4,17542500,17547500,chr4,17792500,17797500
24820,chr4,17542500,17807500,chr4,17542500,17547500,chr4,17802500,17807500
24821,chr4,17542500,18367500,chr4,17542500,17547500,chr4,18362500,18367500
4901,chr4,17542500,18597500,chr4,17542500,17547500,chr4,18592500,18597500
4902,chr4,17545000,18370000,chr4,17545000,17550000,chr4,18365000,18370000
30200,chr4,17552500,17637500,chr4,17552500,17557500,chr4,17632500,17637500
12453,chr4,17570000,17640000,chr4,17570000,17575000,chr4,17635000,17640000
31992,chr4,17592500,17807500,chr4,17592500,17597500,chr4,17802500,17807500
30201,chr4,17612500,17807500,chr4,17612500,17617500,chr4,17802500,17807500
4992,chr4,73592500,74137500,chr4,73592500,73597500,chr4,74132500,74137500
24940,chr4,73595000,74135000,chr4,73595000,73600000,chr4,74130000,74135000
24942,chr4,73660000,74140000,chr4,73660000,73665000,chr4,74135000,74140000
24941,chr4,73662500,73857500,chr4,73662500,73667500,chr4,73852500,73857500
17120,chr4,73662500,73867500,chr4,73662500,73667500,chr4,73862500,73867500
4993,chr4,73662500,73927500,chr4,73662500,73667500,chr4,73922500,73927500
18759,chr4,73662500,74037500,chr4,73662500,73667500,chr4,74032500,74037500
4994,chr4,73662500,74137500,chr4,73662500,73667500,chr4,74132500,74137500
30253,chr4,73662500,74307500,chr4,73662500,73667500,chr4,74302500,74307500
24943,chr4,73665000,73925000,chr4,73665000,73670000,chr4,73920000,73925000
24944,chr4,73730000,73865000,chr4,73730000,73735000,chr4,73860000,73865000
4995,chr4,73730000,73870000,chr4,73730000,73735000,chr4,73865000,73870000
12579,chr4,73732500,74137500,chr4,73732500,73737500,chr4,74132500,74137500
24945,chr4,73742500,74137500,chr4,73742500,73747500,chr4,74132500,74137500
5014,chr4,74870000,75475000,chr4,74870000,74875000,chr4,75470000,75475000
5015,chr4,74872500,75297500,chr4,74872500,74877500,chr4,75292500,75297500
24956,chr4,74872500,75477500,chr4,74872500,74877500,chr4,75472500,75477500
30261,chr4,74872500,75577500,chr4,74872500,74877500,chr4,75572500,75577500
30262,chr4,74875000,75295000,chr4,74875000,74880000,chr4,75290000,75295000
5016,chr4,74875000,75575000,chr4,74875000,74880000,chr4,75570000,75575000
5017,chr4,74912500,75297500,chr4,74912500,74917500,chr4,75292500,75297500
5018,chr4,74925000,75475000,chr4,74925000,74930000,chr4,75470000,75475000
5019,chr4,74930000,75295000,chr4,74930000,74935000,chr4,75290000,75295000
30263,chr4,74932500,75477500,chr4,74932500,74937500,chr4,75472500,75477500
12586,chr4,74935000,75250000,chr4,74935000,74940000,chr4,75245000,75250000
30299,chr4,105502500,105717500,chr4,105502500,105507500,chr4,105712500,105717500
25077,chr4,105512500,105647500,chr4,105512500,105517500,chr4,105642500,105647500
17150,chr4,105512500,105717500,chr4,105512500,105517500,chr4,105712500,105717500
5097,chr4,105512500,106207500,chr4,105512500,105517500,chr4,106202500,106207500
12685,chr4,105515000,105675000,chr4,105515000,105520000,chr4,105670000,105675000
12686,chr4,105522500,105637500,chr4,105522500,105527500,chr4,105632500,105637500
25078,chr4,105522500,105717500,chr4,105522500,105527500,chr4,105712500,105717500
5107,chr4,109420000,109980000,chr4,109420000,109425000,chr4,109975000,109980000
12696,chr4,109422500,109817500,chr4,109422500,109427500,chr4,109812500,109817500
18770,chr4,109425000,109830000,chr4,109425000,109430000,chr4,109825000,109830000
30304,chr4,109425000,109980000,chr4,109425000,109430000,chr4,109975000,109980000
25090,chr4,109700000,109985000,chr4,109700000,109705000,chr4,109980000,109985000
25091,chr4,109815000,109975000,chr4,109815000,109820000,chr4,109970000,109975000
12697,chr4,109822500,109987500,chr4,109822500,109827500,chr4,109982500,109987500
5122,chr4,112322500,112947500,chr4,112322500,112327500,chr4,112942500,112947500
5125,chr4,112630000,112945000,chr4,112630000,112635000,chr4,112940000,112945000
30313,chr4,112632500,112947500,chr4,112632500,112637500,chr4,112942500,112947500
12714,chr4,113272500,114687500,chr4,113272500,113277500,chr4,114682500,114687500
12715,chr4,113280000,114385000,chr4,113280000,113285000,chr4,114380000,114385000
25116,chr4,113290000,114390000,chr4,113290000,113295000,chr4,114385000,114390000
30314,chr4,113292500,114377500,chr4,113292500,113297500,chr4,114372500,114377500
25117,chr4,113372500,114377500,chr4,113372500,113377500,chr4,114372500,114377500
12716,chr4,113382500,114077500,chr4,113382500,113387500,chr4,114072500,114077500
17160,chr4,113382500,114697500,chr4,113382500,113387500,chr4,114692500,114697500
5288,chr4,179402500,186247500,chr4,179402500,179407500,chr4,186242500,186247500
12875,chr4,183465000,183795000,chr4,183465000,183470000,chr4,183790000,183795000
17226,chr4,183470000,183840000,chr4,183470000,183475000,chr4,183835000,183840000
17227,chr4,183470000,184105000,chr4,183470000,183475000,chr4,184100000,184105000
12876,chr4,183472500,183607500,chr4,183472500,183477500,chr4,183602500,183607500
25306,chr4,183472500,183617500,chr4,183472500,183477500,chr4,183612500,183617500
25305,chr4,183472500,184157500,chr4,183472500,183477500,chr4,184152500,184157500
17228,chr4,183472500,184167500,chr4,183472500,183477500,chr4,184162500,184167500
12877,chr4,183475000,184245000,chr4,183475000,183480000,chr4,184240000,184245000
5304,chr4,186295000,186555000,chr4,186295000,186300000,chr4,186550000,186555000
30397,chr4,186295000,186590000,chr4,186295000,186300000,chr4,186585000,186590000
25323,chr4,186302500,186557500,chr4,186302500,186307500,chr4,186552500,186557500
32053,chr4,186322500,187507500,chr4,186322500,186327500,chr4,187502500,187507500
12889,chr4,186330000,187790000,chr4,186330000,186335000,chr4,187785000,187790000
5305,chr4,186382500,187677500,chr4,186382500,186387500,chr4,187672500,187677500
12891,chr4,186472500,186557500,chr4,186472500,186477500,chr4,186552500,186557500
25526,chr5,76600000,76785000,chr5,76600000,76605000,chr5,76780000,76785000
30483,chr5,76602500,76767500,chr5,76602500,76607500,chr5,76762500,76767500
13037,chr5,76602500,76857500,chr5,76602500,76607500,chr5,76852500,76857500
5481,chr5,76602500,77017500,chr5,76602500,76607500,chr5,77012500,77017500
5482,chr5,76605000,76775000,chr5,76605000,76610000,chr5,76770000,76775000
25527,chr5,76650000,76775000,chr5,76650000,76655000,chr5,76770000,76775000
5483,chr5,76710000,76775000,chr5,76710000,76715000,chr5,76770000,76775000
30484,chr5,76710000,76780000,chr5,76710000,76715000,chr5,76775000,76780000
13196,chr5,135872500,136207500,chr5,135872500,135877500,chr5,136202500,136207500
25696,chr5,135882500,136217500,chr5,135882500,135887500,chr5,136212500,136217500
13197,chr5,135885000,136075000,chr5,135885000,135890000,chr5,136070000,136075000
25697,chr5,135885000,136085000,chr5,135885000,135890000,chr5,136080000,136085000
5617,chr5,135885000,136175000,chr5,135885000,135890000,chr5,136170000,136175000
5618,chr5,135932500,136077500,chr5,135932500,135937500,chr5,136072500,136077500
13198,chr5,135935000,136215000,chr5,135935000,135940000,chr5,136210000,136215000
25698,chr5,135940000,136070000,chr5,135940000,135945000,chr5,136065000,136070000
30559,chr5,135942500,136177500,chr5,135942500,135947500,chr5,136172500,136177500
5619,chr5,135945000,136175000,chr5,135945000,135950000,chr5,136170000,136175000
5636,chr5,141660000,141965000,chr5,141660000,141665000,chr5,141960000,141965000
25719,chr5,141662500,141967500,chr5,141662500,141667500,chr5,141962500,141967500
30567,chr5,141672500,142137500,chr5,141672500,141677500,chr5,142132500,142137500
13219,chr5,141682500,141967500,chr5,141682500,141687500,chr5,141962500,141967500
25720,chr5,141682500,141987500,chr5,141682500,141687500,chr5,141982500,141987500
5637,chr5,141692500,141887500,chr5,141692500,141697500,chr5,141882500,141887500
25722,chr5,141692500,141967500,chr5,141692500,141697500,chr5,141962500,141967500
25723,chr5,141695000,141885000,chr5,141695000,141700000,chr5,141880000,141885000
13222,chr5,141755000,141890000,chr5,141755000,141760000,chr5,141885000,141890000
25725,chr5,141805000,141885000,chr5,141805000,141810000,chr5,141880000,141885000
13267,chr5,150452500,150777500,chr5,150452500,150457500,chr5,150772500,150777500
5680,chr5,150462500,150667500,chr5,150462500,150467500,chr5,150662500,150667500
17395,chr5,150462500,150847500,chr5,150462500,150467500,chr5,150842500,150847500
13268,chr5,150552500,150847500,chr5,150552500,150557500,chr5,150842500,150847500
13269,chr5,150560000,150780000,chr5,150560000,150565000,chr5,150775000,150780000
25773,chr5,150562500,150657500,chr5,150562500,150567500,chr5,150652500,150657500
30589,chr5,150562500,150847500,chr5,150562500,150567500,chr5,150842500,150847500
13270,chr5,150572500,150667500,chr5,150572500,150577500,chr5,150662500,150667500
13271,chr5,150630000,151770000,chr5,150630000,150635000,chr5,151765000,151770000
5738,chr5,170832500,178757500,chr5,170832500,170837500,chr5,178752500,178757500
5743,chr5,172105000,172370000,chr5,172105000,172110000,chr5,172365000,172370000
25853,chr5,172105000,172375000,chr5,172105000,172110000,chr5,172370000,172375000
13318,chr5,172185000,172375000,chr5,172185000,172190000,chr5,172370000,172375000
25854,chr5,172285000,172365000,chr5,172285000,172290000,chr5,172360000,172365000
13319,chr5,172290000,172375000,chr5,172290000,172295000,chr5,172370000,172375000
30611,chr5,172702500,173207500,chr5,172702500,172707500,chr5,173202500,173207500
5745,chr5,172712500,173277500,chr5,172712500,172717500,chr5,173272500,173277500
25857,chr5,172972500,173207500,chr5,172972500,172977500,chr5,173202500,173207500
25856,chr5,172972500,173277500,chr5,172972500,172977500,chr5,173272500,173277500
13323,chr5,172972500,173287500,chr5,172972500,172977500,chr5,173282500,173287500
5746,chr5,172980000,173145000,chr5,172980000,172985000,chr5,173140000,173145000
25858,chr5,172980000,173150000,chr5,172980000,172985000,chr5,173145000,173150000
13324,chr5,172985000,173055000,chr5,172985000,172990000,chr5,173050000,173055000
17490,chr6,28692500,29587500,chr6,28692500,28697500,chr6,29582500,29587500
13434,chr6,29042500,29577500,chr6,29042500,29047500,chr6,29572500,29577500
30669,chr6,29052500,29587500,chr6,29052500,29057500,chr6,29582500,29587500
13435,chr6,29072500,29587500,chr6,29072500,29077500,chr6,29582500,29587500
17492,chr6,29370000,29595000,chr6,29370000,29375000,chr6,29590000,29595000
25969,chr6,29382500,29597500,chr6,29382500,29387500,chr6,29592500,29597500
32099,chr6,29410000,29595000,chr6,29410000,29415000,chr6,29590000,29595000
5848,chr6,29412500,29587500,chr6,29412500,29417500,chr6,29582500,29587500
25970,chr6,29640000,29835000,chr6,29640000,29645000,chr6,29830000,29835000
25971,chr6,29702500,30017500,chr6,29702500,29707500,chr6,30012500,30017500
25972,chr6,29712500,29837500,chr6,29712500,29717500,chr6,29832500,29837500
13436,chr6,29722500,29837500,chr6,29722500,29727500,chr6,29832500,29837500
5849,chr6,29722500,30027500,chr6,29722500,29727500,chr6,30022500,30027500
30670,chr6,29732500,29837500,chr6,29732500,29737500,chr6,29832500,29837500
25976,chr6,30470000,31095000,chr6,30470000,30475000,chr6,31090000,31095000
17494,chr6,30480000,30735000,chr6,30480000,30485000,chr6,30730000,30735000
30672,chr6,30542500,31087500,chr6,30542500,30547500,chr6,31082500,31087500
5854,chr6,30675000,30730000,chr6,30675000,30680000,chr6,30725000,30730000
30673,chr6,30680000,30730000,chr6,30680000,30685000,chr6,30725000,30730000
17498,chr6,31132500,31377500,chr6,31132500,31137500,chr6,31372500,31377500
25979,chr6,31142500,31367500,chr6,31142500,31147500,chr6,31362500,31367500
13441,chr6,31145000,31280000,chr6,31145000,31150000,chr6,31275000,31280000
25980,chr6,31195000,31370000,chr6,31195000,31200000,chr6,31365000,31370000
5856,chr6,31202500,31367500,chr6,31202500,31207500,chr6,31362500,31367500
5857,chr6,31270000,31360000,chr6,31270000,31275000,chr6,31355000,31360000
5897,chr6,42902500,43147500,chr6,42902500,42907500,chr6,43142500,43147500
26041,chr6,42912500,43347500,chr6,42912500,42917500,chr6,43342500,43347500
32110,chr6,79082500,79677500,chr6,79082500,79087500,chr6,79672500,79677500
30746,chr6,79432500,79687500,chr6,79432500,79437500,chr6,79682500,79687500
13556,chr6,79432500,79697500,chr6,79432500,79437500,chr6,79692500,79697500
6127,chr6,131692500,131907500,chr6,131692500,131697500,chr6,131902500,131907500
26317,chr6,131782500,131907500,chr6,131782500,131787500,chr6,131902500,131907500
13710,chr6,131782500,131917500,chr6,131782500,131787500,chr6,131912500,131917500
26318,chr6,131805000,131910000,chr6,131805000,131810000,chr6,131905000,131910000
26319,chr6,131920000,132165000,chr6,131920000,131925000,chr6,132160000,132165000
6129,chr6,131920000,132170000,chr6,131920000,131925000,chr6,132165000,132170000
6128,chr6,131920000,132255000,chr6,131920000,131925000,chr6,132250000,132255000
26320,chr6,131920000,132260000,chr6,131920000,131925000,chr6,132255000,132260000
30820,chr6,131922500,132227500,chr6,131922500,131927500,chr6,132222500,132227500
30819,chr6,131922500,132287500,chr6,131922500,131927500,chr6,132282500,132287500
13711,chr6,131922500,132487500,chr6,131922500,131927500,chr6,132482500,132487500
13712,chr6,131925000,132215000,chr6,131925000,131930000,chr6,132210000,132215000
6130,chr6,131925000,132295000,chr6,131925000,131930000,chr6,132290000,132295000
30821,chr6,131932500,132487500,chr6,131932500,131937500,chr6,132482500,132487500
26328,chr6,133562500,134107500,chr6,133562500,133567500,chr6,134102500,134107500
13721,chr6,133572500,134097500,chr6,133572500,133577500,chr6,134092500,134097500
26330,chr6,133832500,134107500,chr6,133832500,133837500,chr6,134102500,134107500
18881,chr6,133842500,134107500,chr6,133842500,133847500,chr6,134102500,134107500
6137,chr6,133922500,134097500,chr6,133922500,133927500,chr6,134092500,134097500
30827,chr6,133925000,134100000,chr6,133925000,133930000,chr6,134095000,134100000
17629,chr6,133930000,134070000,chr6,133930000,133935000,chr6,134065000,134070000
13723,chr6,133932500,134927500,chr6,133932500,133937500,chr6,134922500,134927500
30828,chr6,133942500,134087500,chr6,133942500,133947500,chr6,134082500,134087500
13724,chr6,133942500,134857500,chr6,133942500,133947500,chr6,134852500,134857500
6139,chr6,133970000,134065000,chr6,133970000,133975000,chr6,134060000,134065000
6138,chr6,133970000,134100000,chr6,133970000,133975000,chr6,134095000,134100000
26333,chr6,134132500,135427500,chr6,134132500,134137500,chr6,135422500,135427500
13729,chr6,135080000,135435000,chr6,135080000,135085000,chr6,135430000,135435000
6142,chr6,135142500,135427500,chr6,135142500,135147500,chr6,135422500,135427500
6202,chr6,149932500,150017500,chr6,149932500,149937500,chr6,150012500,150017500
18893,chr6,149932500,150337500,chr6,149932500,149937500,chr6,150332500,150337500
26410,chr6,149932500,150397500,chr6,149932500,149937500,chr6,150392500,150397500
