genebody_chr	genebody_start	genebody_end	gene_id_x	score	strand	anchor_chr	anchor_start	anchor_end	genebody_anchor	deg_class	Unnamed: 0	chr1	start1	end1	chr2	start2	end2	status	ctrl_signal	rbp1_signal	log2FC	log2FC_clipped	condition	distance	loop_id	comp_switch_A1	comp_switch_A2	loop_class	source	CTCF_signal	H3K27me3_signal	H3K4me3_signal	rad21_signal	GC_mean	GC_diff	E1_anchor1_ctrl	E1_anchor1_rbp1	E1_anchor2_ctrl	E1_anchor2_rbp1	delta_E1_anchor1	delta_E1_anchor2	anchor_side	distal_chr	distal_start	distal_end	gene_id_y	gene_symbol
chr15	74632008	74696520	ENST00000426797.7	0	-	chr15	74645000	74650000	1	upregulated_a1	9902	chr15	74645000	74650000	chr15	74685000	74690000	lost	0.0262594697057857	0.0213751388482314	-0.2969039907046542	-0.2969039907046542	Control loop	40000	9902	stable	stable	intra-TAD	ctrl	4.111285	0.9299378	0.188543	0.056067415	0.4316	0.0111999999999999	0.7712203254136867	0.7684788831064044	0.8297179249297439	0.7085869166734745	-0.0027414423072822	-0.1211310082562694	left	chr15	74685000	74690000	ENST00000426797	EDC3
chr15	74632041	74696500	ENST00000568176.5	0	-	chr15	74632500	74637500	1	upregulated_a1	2461	chr15	74632500	74637500	chr15	74762500	74767500	shared	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	shared	130000	2461	stable	stable	inter-TAD	ctrl	8.026789	0.0	0.19392994	0.044903535	0.5091	0.0282	0.694533911074036	0.7885087243560578	0.6787134090409277	0.5084384969110338	0.0939748132820218	-0.1702749121298938	left	chr15	74762500	74767500	ENST00000568176	EDC3
chr15	74632041	74696500	ENST00000568176.5	0	-	chr15	74632500	74637500	1	upregulated_a1	21901	chr15	74632500	74637500	chr15	74952500	74957500	gained	0.0159175498228953	0.0115752890356514	-0.4595700618359628	-0.4595700618359628	Mutant loop	320000	21901	stable	stable	inter-TAD	rbp1	1.3051692	0.8475383	0.188543	0.02436219	0.5388999999999999	0.0877999999999999	0.2064323730605328	0.2595690546020758	0.42007238500206	0.3620349773741962	0.053136681541543	-0.0580374076278638	left	chr15	74952500	74957500	ENST00000568176	EDC3
chr15	74632041	74696500	ENST00000568176.5	0	-	chr15	74635000	74640000	1	upregulated_a1	21902	chr15	74635000	74640000	chr15	74765000	74770000	gained	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	Mutant loop	130000	21902	stable	stable	intra-TAD	rbp1	0.7831019	1.8363336	0.188543	0.024442678	0.4936	0.0315999999999999	0.4484964507492068	0.4536766081689179	0.360088857674272	0.332167191374233	0.0051801574197111	-0.027921666300039	left	chr15	74765000	74770000	ENST00000568176	EDC3
chr15	74632041	74696500	ENST00000568176.5	0	-	chr15	74645000	74650000	1	upregulated_a1	9902	chr15	74645000	74650000	chr15	74685000	74690000	lost	0.0262594697057857	0.0213751388482314	-0.2969039907046542	-0.2969039907046542	Control loop	40000	9902	stable	stable	intra-TAD	ctrl	4.111285	0.9299378	0.188543	0.056067415	0.4316	0.0111999999999999	0.7712203254136867	0.7684788831064044	0.8297179249297439	0.7085869166734745	-0.0027414423072822	-0.1211310082562694	left	chr15	74685000	74690000	ENST00000568176	EDC3
chr15	74632232	74636227	ENST00000569606.1	0	-	chr15	74632500	74637500	1	upregulated_a1	2461	chr15	74632500	74637500	chr15	74762500	74767500	shared	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	shared	130000	2461	stable	stable	inter-TAD	ctrl	8.026789	0.0	0.19392994	0.044903535	0.5091	0.0282	0.694533911074036	0.7885087243560578	0.6787134090409277	0.5084384969110338	0.0939748132820218	-0.1702749121298938	left	chr15	74762500	74767500	ENST00000569606	EDC3
chr15	74632232	74636227	ENST00000569606.1	0	-	chr15	74632500	74637500	1	upregulated_a1	21901	chr15	74632500	74637500	chr15	74952500	74957500	gained	0.0159175498228953	0.0115752890356514	-0.4595700618359628	-0.4595700618359628	Mutant loop	320000	21901	stable	stable	inter-TAD	rbp1	1.3051692	0.8475383	0.188543	0.02436219	0.5388999999999999	0.0877999999999999	0.2064323730605328	0.2595690546020758	0.42007238500206	0.3620349773741962	0.053136681541543	-0.0580374076278638	left	chr15	74952500	74957500	ENST00000569606	EDC3
chr15	74632232	74636227	ENST00000569606.1	0	-	chr15	74635000	74640000	1	upregulated_a1	21902	chr15	74635000	74640000	chr15	74765000	74770000	gained	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	Mutant loop	130000	21902	stable	stable	intra-TAD	rbp1	0.7831019	1.8363336	0.188543	0.024442678	0.4936	0.0315999999999999	0.4484964507492068	0.4536766081689179	0.360088857674272	0.332167191374233	0.0051801574197111	-0.027921666300039	left	chr15	74765000	74770000	ENST00000569606	EDC3
chr15	74634680	74656393	ENST00000562174.5	0	-	chr15	74632500	74637500	1	upregulated_a1	2461	chr15	74632500	74637500	chr15	74762500	74767500	shared	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	shared	130000	2461	stable	stable	inter-TAD	ctrl	8.026789	0.0	0.19392994	0.044903535	0.5091	0.0282	0.694533911074036	0.7885087243560578	0.6787134090409277	0.5084384969110338	0.0939748132820218	-0.1702749121298938	left	chr15	74762500	74767500	ENST00000562174	EDC3
chr15	74634680	74656393	ENST00000562174.5	0	-	chr15	74632500	74637500	1	upregulated_a1	21901	chr15	74632500	74637500	chr15	74952500	74957500	gained	0.0159175498228953	0.0115752890356514	-0.4595700618359628	-0.4595700618359628	Mutant loop	320000	21901	stable	stable	inter-TAD	rbp1	1.3051692	0.8475383	0.188543	0.02436219	0.5388999999999999	0.0877999999999999	0.2064323730605328	0.2595690546020758	0.42007238500206	0.3620349773741962	0.053136681541543	-0.0580374076278638	left	chr15	74952500	74957500	ENST00000562174	EDC3
chr15	74634680	74656393	ENST00000562174.5	0	-	chr15	74635000	74640000	1	upregulated_a1	21902	chr15	74635000	74640000	chr15	74765000	74770000	gained	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	Mutant loop	130000	21902	stable	stable	intra-TAD	rbp1	0.7831019	1.8363336	0.188543	0.024442678	0.4936	0.0315999999999999	0.4484964507492068	0.4536766081689179	0.360088857674272	0.332167191374233	0.0051801574197111	-0.027921666300039	left	chr15	74765000	74770000	ENST00000562174	EDC3
chr15	74634680	74656393	ENST00000562174.5	0	-	chr15	74645000	74650000	1	upregulated_a1	9902	chr15	74645000	74650000	chr15	74685000	74690000	lost	0.0262594697057857	0.0213751388482314	-0.2969039907046542	-0.2969039907046542	Control loop	40000	9902	stable	stable	intra-TAD	ctrl	4.111285	0.9299378	0.188543	0.056067415	0.4316	0.0111999999999999	0.7712203254136867	0.7684788831064044	0.8297179249297439	0.7085869166734745	-0.0027414423072822	-0.1211310082562694	left	chr15	74685000	74690000	ENST00000562174	EDC3
chr15	74635061	74696512	ENST00000566219.1	0	-	chr15	74632500	74637500	1	upregulated_a1	2461	chr15	74632500	74637500	chr15	74762500	74767500	shared	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	shared	130000	2461	stable	stable	inter-TAD	ctrl	8.026789	0.0	0.19392994	0.044903535	0.5091	0.0282	0.694533911074036	0.7885087243560578	0.6787134090409277	0.5084384969110338	0.0939748132820218	-0.1702749121298938	left	chr15	74762500	74767500	ENST00000566219	EDC3
chr15	74635061	74696512	ENST00000566219.1	0	-	chr15	74632500	74637500	1	upregulated_a1	21901	chr15	74632500	74637500	chr15	74952500	74957500	gained	0.0159175498228953	0.0115752890356514	-0.4595700618359628	-0.4595700618359628	Mutant loop	320000	21901	stable	stable	inter-TAD	rbp1	1.3051692	0.8475383	0.188543	0.02436219	0.5388999999999999	0.0877999999999999	0.2064323730605328	0.2595690546020758	0.42007238500206	0.3620349773741962	0.053136681541543	-0.0580374076278638	left	chr15	74952500	74957500	ENST00000566219	EDC3
chr15	74635061	74696512	ENST00000566219.1	0	-	chr15	74635000	74640000	1	upregulated_a1	21902	chr15	74635000	74640000	chr15	74765000	74770000	gained	0.0594822028881087	0.0563558179133188	-0.0778935225029392	-0.0778935225029392	Mutant loop	130000	21902	stable	stable	intra-TAD	rbp1	0.7831019	1.8363336	0.188543	0.024442678	0.4936	0.0315999999999999	0.4484964507492068	0.4536766081689179	0.360088857674272	0.332167191374233	0.0051801574197111	-0.027921666300039	left	chr15	74765000	74770000	ENST00000566219	EDC3
chr15	74635061	74696512	ENST00000566219.1	0	-	chr15	74645000	74650000	1	upregulated_a1	9902	chr15	74645000	74650000	chr15	74685000	74690000	lost	0.0262594697057857	0.0213751388482314	-0.2969039907046542	-0.2969039907046542	Control loop	40000	9902	stable	stable	intra-TAD	ctrl	4.111285	0.9299378	0.188543	0.056067415	0.4316	0.0111999999999999	0.7712203254136867	0.7684788831064044	0.8297179249297439	0.7085869166734745	-0.0027414423072822	-0.1211310082562694	left	chr15	74685000	74690000	ENST00000566219	EDC3
chr15	74640060	74672099	ENST00000562974.1	0	-	chr15	74645000	74650000	1	upregulated_a1	9902	chr15	74645000	74650000	chr15	74685000	74690000	lost	0.0262594697057857	0.0213751388482314	-0.2969039907046542	-0.2969039907046542	Control loop	40000	9902	stable	stable	intra-TAD	ctrl	4.111285	0.9299378	0.188543	0.056067415	0.4316	0.0111999999999999	0.7712203254136867	0.7684788831064044	0.8297179249297439	0.7085869166734745	-0.0027414423072822	-0.1211310082562694	left	chr15	74685000	74690000	ENST00000562974	EDC3
chr16	31201384	31203952	ENST00000561916.2	0	+	chr16	31202500	31207500	1	upregulated_a1	10037	chr16	31202500	31207500	chr16	31442500	31447500	lost	0.0141879372375893	0.0118846939107146	-0.2555601061576302	-0.2555601061576302	Control loop	240000	10037	stable	stable	intra-TAD	ctrl	10.73502	0.09417085	0.59903467	0.034240816	0.4895	0.0457999999999999	0.0542328030759084	0.2157329707492003	0.0748980842138945	0.0931352902836097	0.1615001676732918	0.0182372060697152	left	chr16	31442500	31447500	ENST00000561916	PYCARD-AS1
chr16	68644492	68699536	ENST00000429102.6	0	+	chr16	68695000	68700000	1	upregulated_a1	10089	chr16	68695000	68700000	chr16	69120000	69125000	lost	0.0072330004982703	0.0082469011243443	0.1892578595357676	0.1892578595357676	Control loop	425000	10089	stable	stable	intra-TAD	ctrl	9.592997	16.32689	0.188543	0.053873762	0.4998	0.0211999999999999	0.7497110206729499	0.6258094415803095	0.5155891211184028	0.6233123154822678	-0.1239015790926404	0.107723194363865	left	chr16	69120000	69125000	ENST00000429102	CDH3
chr16	68644800	68699192	ENST00000542274.5	0	+	chr16	68695000	68700000	1	upregulated_a1	10089	chr16	68695000	68700000	chr16	69120000	69125000	lost	0.0072330004982703	0.0082469011243443	0.1892578595357676	0.1892578595357676	Control loop	425000	10089	stable	stable	intra-TAD	ctrl	9.592997	16.32689	0.188543	0.053873762	0.4998	0.0211999999999999	0.7497110206729499	0.6258094415803095	0.5155891211184028	0.6233123154822678	-0.1239015790926404	0.107723194363865	left	chr16	69120000	69125000	ENST00000542274	CDH3
chr16	68644809	68700792	ENST00000264012.9	0	+	chr16	68695000	68700000	1	upregulated_a1	10089	chr16	68695000	68700000	chr16	69120000	69125000	lost	0.0072330004982703	0.0082469011243443	0.1892578595357676	0.1892578595357676	Control loop	425000	10089	stable	stable	intra-TAD	ctrl	9.592997	16.32689	0.188543	0.053873762	0.4998	0.0211999999999999	0.7497110206729499	0.6258094415803095	0.5155891211184028	0.6233123154822678	-0.1239015790926404	0.107723194363865	left	chr16	69120000	69125000	ENST00000264012	CDH3
chr16	68687119	68698972	ENST00000567674.1	0	+	chr16	68695000	68700000	1	upregulated_a1	10089	chr16	68695000	68700000	chr16	69120000	69125000	lost	0.0072330004982703	0.0082469011243443	0.1892578595357676	0.1892578595357676	Control loop	425000	10089	stable	stable	intra-TAD	ctrl	9.592997	16.32689	0.188543	0.053873762	0.4998	0.0211999999999999	0.7497110206729499	0.6258094415803095	0.5155891211184028	0.6233123154822678	-0.1239015790926404	0.107723194363865	left	chr16	69120000	69125000	ENST00000567674	CDH3
chr16	68691345	68696634	ENST00000568292.1	0	+	chr16	68695000	68700000	1	upregulated_a1	10089	chr16	68695000	68700000	chr16	69120000	69125000	lost	0.0072330004982703	0.0082469011243443	0.1892578595357676	0.1892578595357676	Control loop	425000	10089	stable	stable	intra-TAD	ctrl	9.592997	16.32689	0.188543	0.053873762	0.4998	0.0211999999999999	0.7497110206729499	0.6258094415803095	0.5155891211184028	0.6233123154822678	-0.1239015790926404	0.107723194363865	left	chr16	69120000	69125000	ENST00000568292	CDH3
chr16	68695324	68727968	ENST00000569080.2	0	+	chr16	68702500	68707500	1	upregulated_a1	2649	chr16	68702500	68707500	chr16	68802500	68807500	shared	0.0366157343137906	0.0219571878135312	-0.7377704370808889	-0.7377704370808889	shared	100000	2649	stable	stable	inter-TAD	ctrl	7.569981	0.741596	0.18854302	0.038076647	0.4952	0.0856	0.5214690841587485	0.4509118083891232	0.3642203395692471	0.3205994292022827	-0.0705572757696252	-0.0436209103669644	left	chr16	68802500	68807500	ENST00000569080	CDH3
chr16	68695324	68727968	ENST00000569080.2	0	+	chr16	68695000	68700000	1	upregulated_a1	10089	chr16	68695000	68700000	chr16	69120000	69125000	lost	0.0072330004982703	0.0082469011243443	0.1892578595357676	0.1892578595357676	Control loop	425000	10089	stable	stable	intra-TAD	ctrl	9.592997	16.32689	0.188543	0.053873762	0.4998	0.0211999999999999	0.7497110206729499	0.6258094415803095	0.5155891211184028	0.6233123154822678	-0.1239015790926404	0.107723194363865	left	chr16	69120000	69125000	ENST00000569080	CDH3
chr16	74712454	74717606	ENST00000562145.1	0	-	chr16	74710000	74715000	1	upregulated_a1	29097	chr16	74710000	74715000	chr16	74860000	74865000	gained	0.0210685450710877	0.0306994844787891	0.5431237398233427	0.5431237398233427	Mutant loop	150000	29097	stable	stable	intra-TAD	rbp1	5.22068	2.2836454	0.188543	0.03993432	0.4843	0.0657999999999999	-0.370554385684041	-0.188037909090804	0.1699360726454753	0.2138827922324762	0.1825164765932369	0.0439467195870008	left	chr16	74860000	74865000	ENST00000562145	FA2H
chr16	74712468	74775320	ENST00000219368.8	0	-	chr16	74710000	74715000	1	upregulated_a1	29097	chr16	74710000	74715000	chr16	74860000	74865000	gained	0.0210685450710877	0.0306994844787891	0.5431237398233427	0.5431237398233427	Mutant loop	150000	29097	stable	stable	intra-TAD	rbp1	5.22068	2.2836454	0.188543	0.03993432	0.4843	0.0657999999999999	-0.370554385684041	-0.188037909090804	0.1699360726454753	0.2138827922324762	0.1825164765932369	0.0439467195870008	left	chr16	74860000	74865000	ENST00000219368	FA2H
chr16	74713097	74775331	ENST00000567683.5	0	-	chr16	74710000	74715000	1	upregulated_a1	29097	chr16	74710000	74715000	chr16	74860000	74865000	gained	0.0210685450710877	0.0306994844787891	0.5431237398233427	0.5431237398233427	Mutant loop	150000	29097	stable	stable	intra-TAD	rbp1	5.22068	2.2836454	0.188543	0.03993432	0.4843	0.0657999999999999	-0.370554385684041	-0.188037909090804	0.1699360726454753	0.2138827922324762	0.1825164765932369	0.0439467195870008	left	chr16	74860000	74865000	ENST00000567683	FA2H
chr17	45147974	45152599	ENST00000332499.4	0	+	chr17	45145000	45150000	1	upregulated_a1	2816	chr17	45145000	45150000	chr17	45195000	45200000	shared	0.0536482208051744	0.054973647965969	0.03520989146016	0.03520989146016	shared	50000	2816	stable	stable	intra-TAD	ctrl	74.753555	2.3895867	0.22606856	0.059353575	0.5215	0.0701999999999999	0.716629852419051	0.6009086312222337	0.7149058677171097	0.7160755238135487	-0.1157212211968172	0.0011696560964389	left	chr17	45195000	45200000	ENST00000332499	HEXIM1
chr17	56977628	57007105	ENST00000575423.5	0	+	chr17	57005000	57010000	1	upregulated_a1	31780	chr17	57005000	57010000	chr17	57115000	57120000	gained	0.0080195431283849	0.0178425334265749	1.1537285211482615	1.1537285211482615	Mutant loop	110000	31780	stable	stable	intra-TAD	rbp1	6.8521385	1.753934	0.23641911	0.038914133	0.4813	0.0506	-0.3350973355809097	-0.1818060191090848	0.0114442733332818	-0.040473467924822	0.1532913164718249	-0.0519177412581039	left	chr17	57115000	57120000	ENST00000575423	SCPEP1
chr17	56977630	57007268	ENST00000262288.8	0	+	chr17	57005000	57010000	1	upregulated_a1	31780	chr17	57005000	57010000	chr17	57115000	57120000	gained	0.0080195431283849	0.0178425334265749	1.1537285211482615	1.1537285211482615	Mutant loop	110000	31780	stable	stable	intra-TAD	rbp1	6.8521385	1.753934	0.23641911	0.038914133	0.4813	0.0506	-0.3350973355809097	-0.1818060191090848	0.0114442733332818	-0.040473467924822	0.1532913164718249	-0.0519177412581039	left	chr17	57115000	57120000	ENST00000262288	SCPEP1
chr17	56977647	57007268	ENST00000576154.5	0	+	chr17	57005000	57010000	1	upregulated_a1	31780	chr17	57005000	57010000	chr17	57115000	57120000	gained	0.0080195431283849	0.0178425334265749	1.1537285211482615	1.1537285211482615	Mutant loop	110000	31780	stable	stable	intra-TAD	rbp1	6.8521385	1.753934	0.23641911	0.038914133	0.4813	0.0506	-0.3350973355809097	-0.1818060191090848	0.0114442733332818	-0.040473467924822	0.1532913164718249	-0.0519177412581039	left	chr17	57115000	57120000	ENST00000576154	SCPEP1
chr17	56996513	57007258	ENST00000573239.1	0	+	chr17	57005000	57010000	1	upregulated_a1	31780	chr17	57005000	57010000	chr17	57115000	57120000	gained	0.0080195431283849	0.0178425334265749	1.1537285211482615	1.1537285211482615	Mutant loop	110000	31780	stable	stable	intra-TAD	rbp1	6.8521385	1.753934	0.23641911	0.038914133	0.4813	0.0506	-0.3350973355809097	-0.1818060191090848	0.0114442733332818	-0.040473467924822	0.1532913164718249	-0.0519177412581039	left	chr17	57115000	57120000	ENST00000573239	SCPEP1
chr17	56997790	57007086	ENST00000570479.1	0	+	chr17	57005000	57010000	1	upregulated_a1	31780	chr17	57005000	57010000	chr17	57115000	57120000	gained	0.0080195431283849	0.0178425334265749	1.1537285211482615	1.1537285211482615	Mutant loop	110000	31780	stable	stable	intra-TAD	rbp1	6.8521385	1.753934	0.23641911	0.038914133	0.4813	0.0506	-0.3350973355809097	-0.1818060191090848	0.0114442733332818	-0.040473467924822	0.1532913164718249	-0.0519177412581039	left	chr17	57115000	57120000	ENST00000570479	SCPEP1
chr17	77280068	77402902	ENST00000589070.1	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000589070	SEPTIN9
chr17	77280068	77402902	ENST00000589070.1	0	+	chr17	77330000	77335000	1	upregulated_a1	2938	chr17	77330000	77335000	chr17	77495000	77500000	shared	0.0297516634637783	0.0324063196184847	0.1233048491741438	0.1233048491741438	shared	165000	2938	stable	stable	intra-TAD	ctrl	26.233902	0.6356536	0.25147048	0.044121463	0.5335	0.1213999999999999	0.8623467645130263	0.9690083240008972	0.978275681255153	0.8660605158872947	0.1066615594878709	-0.1122151653678582	left	chr17	77495000	77500000	ENST00000589070	SEPTIN9
chr17	77280936	77402829	ENST00000591833.5	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000591833	SEPTIN9
chr17	77280936	77402829	ENST00000591833.5	0	+	chr17	77330000	77335000	1	upregulated_a1	2938	chr17	77330000	77335000	chr17	77495000	77500000	shared	0.0297516634637783	0.0324063196184847	0.1233048491741438	0.1233048491741438	shared	165000	2938	stable	stable	intra-TAD	ctrl	26.233902	0.6356536	0.25147048	0.044121463	0.5335	0.1213999999999999	0.8623467645130263	0.9690083240008972	0.978275681255153	0.8660605158872947	0.1066615594878709	-0.1122151653678582	left	chr17	77495000	77500000	ENST00000591833	SEPTIN9
chr17	77280950	77499529	ENST00000591198.5	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000591198	SEPTIN9
chr17	77280950	77499529	ENST00000591198.5	0	+	chr17	77430000	77435000	1	upregulated_a1	29233	chr17	77430000	77435000	chr17	77495000	77500000	gained	0.0376469016399041	0.0403031041025221	0.0983598226700372	0.0983598226700372	Mutant loop	65000	29233	stable	stable	intra-TAD	rbp1	11.974923	0.24719866	0.206741	0.03947199	0.5825	0.0233999999999999	-1.0935519325572371	-1.1522798973468238	-0.3426721180457698	-0.3520000383994066	-0.0587279647895866	-0.0093279203536368	left	chr17	77495000	77500000	ENST00000591198	SEPTIN9
chr17	77280950	77499529	ENST00000591198.5	0	+	chr17	77330000	77335000	1	upregulated_a1	2938	chr17	77330000	77335000	chr17	77495000	77500000	shared	0.0297516634637783	0.0324063196184847	0.1233048491741438	0.1233048491741438	shared	165000	2938	stable	stable	intra-TAD	ctrl	26.233902	0.6356536	0.25147048	0.044121463	0.5335	0.1213999999999999	0.8623467645130263	0.9690083240008972	0.978275681255153	0.8660605158872947	0.1066615594878709	-0.1122151653678582	left	chr17	77495000	77500000	ENST00000591198	SEPTIN9
chr17	77280998	77501093	ENST00000427177.6	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000427177	SEPTIN9
chr17	77280998	77501093	ENST00000427177.6	0	+	chr17	77430000	77435000	1	upregulated_a1	29233	chr17	77430000	77435000	chr17	77495000	77500000	gained	0.0376469016399041	0.0403031041025221	0.0983598226700372	0.0983598226700372	Mutant loop	65000	29233	stable	stable	intra-TAD	rbp1	11.974923	0.24719866	0.206741	0.03947199	0.5825	0.0233999999999999	-1.0935519325572371	-1.1522798973468238	-0.3426721180457698	-0.3520000383994066	-0.0587279647895866	-0.0093279203536368	left	chr17	77495000	77500000	ENST00000427177	SEPTIN9
chr17	77280998	77501093	ENST00000427177.6	0	+	chr17	77330000	77335000	1	upregulated_a1	2938	chr17	77330000	77335000	chr17	77495000	77500000	shared	0.0297516634637783	0.0324063196184847	0.1233048491741438	0.1233048491741438	shared	165000	2938	stable	stable	intra-TAD	ctrl	26.233902	0.6356536	0.25147048	0.044121463	0.5335	0.1213999999999999	0.8623467645130263	0.9690083240008972	0.978275681255153	0.8660605158872947	0.1066615594878709	-0.1122151653678582	left	chr17	77495000	77500000	ENST00000427177	SEPTIN9
chr17	77285806	77402949	ENST00000590576.5	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000590576	SEPTIN9
chr17	77285806	77402949	ENST00000590576.5	0	+	chr17	77330000	77335000	1	upregulated_a1	2938	chr17	77330000	77335000	chr17	77495000	77500000	shared	0.0297516634637783	0.0324063196184847	0.1233048491741438	0.1233048491741438	shared	165000	2938	stable	stable	intra-TAD	ctrl	26.233902	0.6356536	0.25147048	0.044121463	0.5335	0.1213999999999999	0.8623467645130263	0.9690083240008972	0.978275681255153	0.8660605158872947	0.1066615594878709	-0.1122151653678582	left	chr17	77495000	77500000	ENST00000590576	SEPTIN9
chr17	77287390	77501092	ENST00000449803.6	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000449803	SEPTIN9
chr17	77287390	77501092	ENST00000449803.6	0	+	chr17	77430000	77435000	1	upregulated_a1	29233	chr17	77430000	77435000	chr17	77495000	77500000	gained	0.0376469016399041	0.0403031041025221	0.0983598226700372	0.0983598226700372	Mutant loop	65000	29233	stable	stable	intra-TAD	rbp1	11.974923	0.24719866	0.206741	0.03947199	0.5825	0.0233999999999999	-1.0935519325572371	-1.1522798973468238	-0.3426721180457698	-0.3520000383994066	-0.0587279647895866	-0.0093279203536368	left	chr17	77495000	77500000	ENST00000449803	SEPTIN9
chr17	77287390	77501092	ENST00000449803.6	0	+	chr17	77330000	77335000	1	upregulated_a1	2938	chr17	77330000	77335000	chr17	77495000	77500000	shared	0.0297516634637783	0.0324063196184847	0.1233048491741438	0.1233048491741438	shared	165000	2938	stable	stable	intra-TAD	ctrl	26.233902	0.6356536	0.25147048	0.044121463	0.5335	0.1213999999999999	0.8623467645130263	0.9690083240008972	0.978275681255153	0.8660605158872947	0.1066615594878709	-0.1122151653678582	left	chr17	77495000	77500000	ENST00000449803	SEPTIN9
chr17	77287390	77501096	ENST00000431235.6	0	+	chr17	77335000	77340000	1	upregulated_a1	10405	chr17	77335000	77340000	chr17	77420000	77425000	lost	0.0247298665873781	0.0175379712579387	-0.4957725860788126	-0.4957725860788126	Control loop	85000	10405	stable	stable	intra-TAD	ctrl	10.637133	0.2825126	0.26396024	0.03836795	0.4786	0.1883999999999999	0.9744276539782264	0.8852419443995975	0.8022419654403896	0.8734839941467321	-0.0891857095786288	0.0712420287063424	left	chr17	77420000	77425000	ENST00000431235	SEPTIN9
chr17	77287390	77501096	ENST00000431235.6	0	+	chr17	77430000	77435000	1	upregulated_a1	29233	chr17	77430000	77435000	chr17	77495000	77500000	gained	0.0376469016399041	0.0403031041025221	0.0983598226700372	0.0983598226700372	Mutant loop	65000	29233	stable	stable	intra-TAD	rbp1	11.974923	0.24719866	0.206741	0.03947199	0.5825	0.0233999999999999	-1.0935519325572371	-1.1522798973468238	-0.3426721180457698	-0.3520000383994066	-0.0587279647895866	-0.0093279203536368	left	chr17	77495000	77500000	ENST00000431235	SEPTIN9
