chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr8	66040001	66070000	chr8	66040001	66430000	390000	30000	12.662393162393164	97.0%	0.044	0.9946528737452588	0.046	0.9946528737452589	12.662393162393162	5926	2.0526163196505602	5763.746625578773
chr14	37865001	37890000	chr14	37390001	37890000	500000	25000	9.586	95.0%	0.089	0.9931630520579728	0.091	0.9931630520579728	9.586	4793	2.1275936961650115	5318.984240412528
chr7	21990001	22010000	chr7	21495001	22010000	515000	20000	9.684466019417476	96.0%	0.061	0.9929781592592842	0.064	0.9929781592592842	9.684466019417476	3990	2.0846285667293025	3435.4678779698907
chr7	25880001	25905000	chr7	25880001	26365000	485000	25000	11.15625	95.0%	0.096	0.9894974649687468	0.101	0.9894974649687469	11.041237113402062	5355	2.432285504880526	5898.2923493352755
chr8	122065001	122090000	chr8	122065001	122635000	570000	25000	9.47719298245614	96.0%	0.063	0.9883709072478738	0.07	0.9883709072478738	9.47719298245614	5402	2.2239241500488838	6338.183827639319
chr3	142265001	142290000	chr3	141865001	142290000	425000	25000	12.223529411764703	96.0%	0.053	0.986410938351973	0.055	0.986410938351973	12.223529411764705	5195	1.6908798476029585	3593.119676156287
chr10	25060001	25085000	chr10	24615001	25085000	470000	25000	11.236170212765956	95.0%	0.03	0.984407028893426	0.032	0.9844070288934259	11.236170212765957	5281	2.4774273958485566	5821.954380244108
chr11	72465001	72490000	chr11	72465001	72690000	225000	25000	20.52	97.0%	0.034	0.9838223508278304	0.036	0.9838223508278305	20.52	4617	1.5421629000829278	1734.9332625932936
chr3	14455001	14480000	chr3	14190001	14480000	290000	25000	15.051724137931036	95.0%	0.0305	0.9827127762811316	0.0335	0.9827127762811315	15.051724137931034	4365	1.7265432422843947	2503.4877013123723
chr18	59815001	59835000	chr18	59440001	59835000	395000	20000	12.117088607594935	95.0%	0.099	0.9825735952543192	0.101	0.9825735952543192	12.117088607594937	3829	2.5641042217965446	3241.027736350832
chr14	60165001	60190000	chr14	59580001	60190000	610000	25000	9.155737704918034	95.0%	0.039	0.9821049845186408	0.0405	0.9821049845186409	9.155737704918034	5585	3.138474243279056	9572.34644200112
chr14	99870001	99890000	chr14	99680001	99890000	210000	20000	21.732142857142858	97.0%	0.0395	0.9785431078672748	0.042499999999999996	0.9785431078672748	21.732142857142858	3651	2.4814761392181306	1667.5519655545838
chr11	118290001	118310000	chr11	118290001	118610000	320000	20000	16.578125	96.0%	0.047	0.9760446298855386	0.052	0.9760446298855386	16.578125	4244	2.186543902384292	2239.020956041515
chr19	10235001	10250000	chr19	10070001	10250000	180000	15000	22.78703703703704	95.0%	0.052	0.9736470548587104	0.057	0.9736470548587105	22.787037037037038	2461	2.042434264152777	661.7487015854997
chr5	178820001	178850000	chr5	178240001	178850000	610000	30000	7.782786885245901	95.0%	0.0595	0.9732603264606656	0.0615	0.9732603264606656	7.782786885245901	5697	2.0082933688892117	8820.424476161417
chr1	176370001	176390000	chr1	176370001	176890000	520000	20000	9.774038461538462	97.0%	0.0745	0.9719864578085056	0.079	0.9719864578085057	9.774038461538462	4066	2.703191712052716	4498.111008855719
chr9	133170001	133190000	chr9	133170001	133335000	165000	20000	24.848484848484848	98.0%	0.026	0.969257271620356	0.03	0.969257271620356	24.848484848484848	3280	2.2153055856852446	1169.6813492418091
chr7	135270001	135290000	chr7	135270001	135675000	405000	20000	12.012345679012345	97.0%	0.05	0.9683975201473902	0.052	0.9683975201473902	12.012345679012345	3892	1.969063485522262	2551.9062772368516
chr6	129355001	129375000	chr6	128720001	129375000	655000	20000	8.916030534351146	95.0%	0.067	0.9682481670788312	0.07	0.9682481670788312	8.916030534351146	4672	2.997831601664541	6283.455037088878
chr1	228110001	228130000	chr1	228110001	228525000	415000	20000	12.274096385542167	95.0%	0.066	0.9678026074595288	0.071	0.9678026074595287	12.274096385542169	4075	1.4364374394220853	1907.5889195525292
chr20	2985001	3005000	chr20	2670001	3005000	335000	20000	14.343283582089551	95.0%	0.077	0.9667593976472764	0.08	0.9667593976472764	14.343283582089553	3844	1.8697164359073584	2004.3360192926882
chr10	110890001	110910000	chr10	110600001	110910000	310000	20000	15.67741935483871	95.0%	0.0574999999999999	0.9634890391941006	0.0595	0.9634890391941006	15.67741935483871	3888	2.1452016680580894	2128.0400547136246
chr3	58310001	58340000	chr3	58310001	58600000	290000	30000	16.839080459770113	97.0%	0.037	0.9622203180486136	0.0375	0.9622203180486136	16.839080459770116	5860	1.610292867082153	3362.2915064675353
chr8	56905001	56935000	chr8	56415001	56935000	520000	30000	9.94551282051282	95.0%	0.0705	0.9593727603687658	0.0755	0.9593727603687658	9.945512820512821	6206	1.7428621742556794	6525.275980413264
chr13	20935001	20955000	chr13	20935001	21195000	260000	20000	14.490384615384617	95.0%	0.0315	0.9560488505001656	0.0335	0.9560488505001656	14.490384615384615	3014	1.820722851454535	1514.8414124101732
chr3	141545001	141565000	chr3	141270001	141565000	295000	20000	17.559322033898304	96.0%	0.065	0.9554440994911888	0.069	0.9554440994911887	17.559322033898304	4144	1.8994361214936228	1793.06769868998
chr6	10785001	10810000	chr6	10470001	10810000	340000	25000	13.655882352941177	99.0%	0.0345	0.953547170180726	0.038	0.9535471701807261	13.655882352941177	4643	2.0501446293208723	3485.2458698454825
chr1	182945001	182965000	chr1	182945001	183320000	375000	20000	12.856666666666667	95.0%	0.046	0.951903399618148	0.047	0.9519033996181481	12.856666666666667	3857	2.65016175241888	3180.1941029026557
chr3	15100001	15120000	chr3	15100001	15415000	315000	20000	15.063492063492063	98.0%	0.042	0.9497158357812256	0.045	0.9497158357812256	15.063492063492063	3796	1.6383664117244927	1651.4733430182887
chr6	88970001	88990000	chr6	88970001	89375000	405000	20000	11.969135802469136	95.0%	0.061	0.9497003202203976	0.063	0.9497003202203975	11.969135802469136	3878	2.007950610013498	2602.3039905774936
chr8	19740001	19770000	chr8	19360001	19770000	410000	30000	12.922764227642276	95.0%	0.0595	0.9495060070710148	0.062	0.9495060070710148	12.922764227642276	6358	2.6309632657578006	7766.603560517027
chr8	2340001	2375000	chr8	2340001	2665000	325000	35000	11.79310344827586	98.0%	0.039	0.947886978309598	0.043	0.947886978309598	10.523076923076923	4788	0.6593241590019603	2099.9474464212435
chr12	26825001	26845000	chr12	26620001	26845000	225000	20000	19.816666666666663	96.0%	0.051	0.9471824120235124	0.057	0.9471824120235124	19.816666666666666	3567	1.6574280210909889	1193.348175185512
chr5	103020001	103040000	chr5	102515001	103040000	525000	20000	10.947619047619048	95.0%	0.041	0.944691909149452	0.044	0.944691909149452	10.947619047619048	4598	2.547332179643859	4279.518061801683
chr7	74375001	74395000	chr7	74190001	74395000	205000	20000	19.567073170731707	96.0%	0.032	0.9441297442581128	0.035	0.9441297442581127	19.567073170731707	3209	1.543675871095608	1012.6513714387188
chr3	184770001	184805000	chr3	184365001	184805000	440000	35000	12.224025974025974	95.0%	0.074	0.9430544937702036	0.07650000000000001	0.9430544937702035	12.224025974025974	7530	1.8718355909851445	8071.355068327943
chr22	42160001	42185000	chr22	42160001	42480000	320000	25000	15.35	96.0%	0.033	0.942848979403165	0.037	0.942848979403165	15.35	4912	3.7593215443874923	6014.914471019988
chr14	23100001	23125000	chr14	23100001	23295000	195000	25000	23.67692307692308	96.0%	0.027	0.9420901390231298	0.031	0.9420901390231298	23.676923076923078	4617	2.0567010218933355	2005.2834963460023
chr10	57705001	57725000	chr10	57705001	58080000	375000	20000	13.69	95.0%	0.06	0.9377192033180528	0.067	0.9377192033180527	13.69	4107	2.573285110422946	3087.9421325075355
chr6	151010001	151030000	chr6	151010001	151330000	320000	20000	15.7265625	97.0%	0.0525	0.9375146552028852	0.057	0.9375146552028851	15.7265625	4026	2.3377244176210255	2393.82980364393
chr17	1045001	1065000	chr17	1045001	1195000	150000	20000	24.758333333333333	98.0%	0.022	0.9362131421567212	0.025	0.9362131421567212	24.758333333333333	2971	1.5314202741630214	735.0817315982503
chr9	36990001	37010000	chr9	36990001	37450000	460000	20000	10.19836956521739	95.0%	0.0725	0.9353472979235158	0.078	0.9353472979235158	10.19836956521739	3753	2.3206430144839456	3415.986517320368
chr13	49285001	49310000	chr13	49285001	49620000	335000	25000	14.743283582089552	97.0%	0.043	0.935158497545769	0.044	0.935158497545769	14.743283582089552	4939	2.872975294036803	4812.233617511645
chr20	34830001	34855000	chr20	34830001	35465000	635000	25000	8.521259842519685	95.0%	0.075	0.9338047297779856	0.075	0.9338047297779857	8.521259842519685	5411	2.261283298318438	7179.574472161041
chr14	74020001	74045000	chr14	73625001	74045000	420000	25000	10.41904761904762	96.0%	0.0755	0.9331636542318504	0.0825	0.9331636542318504	10.41904761904762	4376	1.8865196473960724	3961.691259531752
chr11	102600001	102620000	chr11	102300001	102620000	320000	20000	15.734375	98.0%	0.0125	0.9315482939030132	0.014	0.9315482939030132	15.734375	4028	2.928414395432907	2998.6963409232967
chr1	21945001	21965000	chr1	21655001	21965000	310000	20000	14.262096774193548	96.0%	0.0685	0.93123539579285	0.0725	0.9312353957928499	14.262096774193548	3537	1.9639889626692035	1948.2770509678498
chr17	78695001	78720000	chr17	78495001	78720000	225000	25000	19.90222222222222	95.0%	0.033	0.927718266610374	0.034	0.9277182666103739	19.90222222222222	4478	2.2188713241940308	2496.230239718285
chr6	122710001	122735000	chr6	122505001	122735000	230000	25000	21.595652173913045	96.0%	0.0235	0.9255555302687796	0.026000000000000002	0.9255555302687796	21.595652173913045	4967	1.9237407194928742	2212.3018274168053
chr1	88725001	88745000	chr1	88725001	88970000	245000	20000	19.35204081632653	95.0%	0.067	0.9255384246604208	0.072	0.9255384246604208	19.352040816326532	3793	2.2790880885528453	1786.8050614254307
chr4	98455001	98485000	chr4	98455001	98980000	525000	30000	10.063492063492063	96.0%	0.066	0.9246620180544488	0.07	0.9246620180544488	10.063492063492063	6340	2.023419236357158	7648.524713430057
chr20	53525001	53550000	chr20	53145001	53550000	405000	25000	10.649382716049384	95.0%	0.049	0.924276767013608	0.054	0.924276767013608	10.649382716049383	4313	1.5495798401399385	3137.8991762833757
chr20	9965001	9985000	chr20	9965001	10450000	485000	20000	9.216494845360824	95.0%	0.089	0.924187249077102	0.095	0.924187249077102	9.216494845360824	3576	2.546594384036443	3952.3144840245595
chr4	106360001	106380000	chr4	106360001	106915000	555000	20000	9.36936936936937	95.0%	0.081	0.9212279119921696	0.089	0.9212279119921695	9.36936936936937	4160	2.0094908107226996	3568.8556798435143
chr2	235730001	235755000	chr2	235130001	235755000	625000	25000	8.6448	95.0%	0.054	0.9208035646675888	0.054	0.9208035646675888	8.6448	5403	1.6731634569445095	5228.635802951592
chr1	24190001	24210000	chr1	24190001	24415000	225000	20000	16.627777777777776	96.0%	0.032	0.920003299479564	0.033	0.9200032994795639	16.627777777777776	2993	2.7115135084363753	1952.2897260741902
chr17	45570001	45590000	chr17	45430001	45590000	160000	20000	24.75	97.0%	0.087	0.9169992508320912	0.0915	0.9169992508320913	24.75	3168	1.214730888575466	621.9422149506386
chr3	167910001	167930000	chr3	167910001	168175000	265000	20000	19.40566037735849	97.0%	0.03	0.9167290202694948	0.034	0.9167290202694947	19.40566037735849	4114	2.3017537417442737	1951.8871729991442
chr15	92785001	92805000	chr15	92785001	93035000	250000	20000	15.785	97.0%	0.0375	0.9166505423088668	0.040499999999999994	0.9166505423088669	15.785	3157	2.2975340774298716	1838.0272619438974
chr3	58170001	58205000	chr3	58170001	58630000	460000	35000	10.995341614906833	95.0%	0.0505	0.9149950044703654	0.05499999999999999	0.9149950044703654	10.995341614906833	7081	1.4667291906597693	6612.01519149424
chr6	34980001	35000000	chr6	34980001	35245000	265000	20000	18.40566037735849	96.0%	0.044	0.9128452596810728	0.048	0.9128452596810727	18.40566037735849	3902	1.8666188600624127	1582.892793332926
chr3	112120001	112145000	chr3	112120001	112490000	370000	25000	13.832432432432432	96.0%	0.069	0.91219793951053	0.07200000000000001	0.9121979395105299	13.832432432432432	5118	1.6344804041102765	3023.7887476040114
chr3	129230001	129250000	chr3	128970001	129250000	280000	20000	16.861607142857142	95.0%	0.0265	0.9107969711011168	0.028999999999999998	0.9107969711011167	16.861607142857142	3777	2.0072163073252014	1798.4658113633805
chr2	106090001	106110000	chr2	106090001	106590000	500000	20000	9.5675	95.0%	0.0615	0.9104511292454376	0.065	0.9104511292454375	9.5675	3827	1.5659902935695522	2505.5844697112834
chr2	113360001	113385000	chr2	113175001	113385000	210000	25000	21.785714285714285	95.0%	0.03	0.9037712512089202	0.032	0.9037712512089202	21.785714285714285	4575	1.7574139866202774	1845.2846859512913
chr1	204155001	204175000	chr1	204155001	204500000	345000	20000	13.778985507246375	95.0%	0.087	0.9022874311976966	0.09	0.9022874311976966	13.778985507246377	3803	1.8386361294905194	2029.8542869575333
chr12	70690001	70725000	chr12	70220001	70725000	505000	35000	10.356435643564357	95.0%	0.063	0.899976141988976	0.064	0.899976141988976	10.356435643564357	7322	1.559571568975509	7718.319694859794
chr3	185345001	185365000	chr3	185345001	185580000	235000	20000	20.24468085106383	97.0%	0.032	0.8985585709201259	0.036	0.8985585709201259	20.24468085106383	3806	1.7505669335960603	1316.4263340642374
chr3	17215001	17240000	chr3	16605001	17240000	635000	25000	8.615748031496064	95.0%	0.065	0.8979349162505526	0.069	0.8979349162505526	8.615748031496063	5471	2.3981901988441616	7614.253881330213
chr12	108790001	108805000	chr12	108575001	108805000	230000	15000	20.28985507246377	95.0%	0.068	0.8970023966163903	0.07200000000000001	0.8970023966163903	20.28985507246377	2800	2.0089027477883317	831.6857375843692
chr11	32035001	32060000	chr11	32035001	32310000	275000	25000	18.51636363636364	95.0%	0.061	0.8930870294241481	0.065	0.8930870294241481	18.516363636363636	5092	2.030138389917382	2791.4402861364
chr2	38100001	38125000	chr2	37955001	38125000	170000	25000	42.805882352941175	98.0%	0.0635	0.8902628549227798	0.0705	0.8902628549227798	42.805882352941175	7277	2.597235724495337	2207.6503658210363
chr2	36335001	36355000	chr2	36335001	36790000	455000	20000	17.01098901098901	96.0%	0.067	0.8899414854893729	0.072	0.8899414854893729	17.01098901098901	6192	3.7084774555710482	5399.543175311446
chr17	77325001	77345000	chr17	77325001	77510000	185000	20000	20.5472972972973	96.0%	0.035	0.8896754984725697	0.037	0.8896754984725697	20.5472972972973	3041	1.5804772690663045	935.6425432872522
chr17	2830001	2850000	chr17	2830001	3020000	190000	20000	19.94736842105263	95.0%	0.027	0.8882042707834692	0.031	0.8882042707834692	19.94736842105263	3032	2.149824002769396	1307.0929936837929
chr6	39295001	39315000	chr6	38975001	39315000	340000	20000	14.404411764705882	97.0%	0.0465	0.8876981533587913	0.0485	0.8876981533587913	14.404411764705882	3918	2.1434212863674236	2332.0423595677566
chr13	96950001	96970000	chr13	96705001	96970000	265000	20000	16.59433962264151	95.0%	0.093	0.887667316817307	0.098	0.887667316817307	16.59433962264151	3518	2.1706352753967537	1840.698713536447
chr1	64280001	64305000	chr1	64280001	64690000	410000	25000	12.548780487804878	96.0%	0.091	0.887584876740972	0.0955	0.887584876740972	12.548780487804878	5145	2.1553407534402407	4418.448544552493
chr3	5295001	5320000	chr3	5295001	5755000	460000	25000	11.395652173913044	97.0%	0.06	0.8871952302302855	0.063	0.8871952302302855	11.395652173913044	5242	1.947489746844041	4479.226417741294
chr4	54830001	54850000	chr4	54375001	54850000	475000	20000	11.126315789473685	95.0%	0.042	0.8870885190931845	0.047	0.8870885190931845	11.126315789473685	4228	2.2506799682916068	3421.0335518032425
chr1	10510001	10530000	chr1	10510001	10965000	455000	20000	11.107142857142858	95.0%	0.075	0.886058452904437	0.081	0.886058452904437	11.107142857142858	4043	2.3646943427603246	3442.9949630590327
chr12	100545001	100565000	chr12	100130001	100565000	435000	20000	10.448275862068966	96.0%	0.063	0.8859068304904943	0.067	0.8859068304904943	10.448275862068966	3636	1.9122633037334995	2661.8705187970313
chr19	55410001	55430000	chr19	55125001	55430000	305000	20000	13.96311475409836	96.0%	0.087	0.8843734757736231	0.09	0.8843734757736231	13.96311475409836	3407	2.462041637695044	2402.952638390363
chr3	14910001	14935000	chr3	14625001	14935000	310000	25000	15.50967741935484	96.0%	0.0335	0.8842912090934189	0.0365	0.8842912090934189	15.509677419354839	4808	1.7906580156128715	2775.5199241999508
chr7	87780001	87805000	chr7	87780001	88170000	390000	25000	12.753846153846151	95.0%	0.038	0.884076748175196	0.041999999999999996	0.884076748175196	12.753846153846155	4974	2.138402203724964	4169.88429726368
chr8	38820001	38855000	chr8	38820001	39420000	600000	35000	9.736904761904762	95.0%	0.0905	0.8820027122069193	0.0945	0.8820027122069193	9.736904761904762	8179	1.7227880192701186	10129.993553308297
chr12	103870001	103890000	chr12	103870001	104115000	245000	20000	19.709183673469383	97.0%	0.042	0.881307343945408	0.044	0.881307343945408	19.709183673469386	3863	1.8411214814501224	1443.439241456896
chr12	48590001	48620000	chr12	48195001	48620000	425000	30000	12.245098039215684	95.0%	0.058	0.8782974060405035	0.059	0.8782974060405035	12.245098039215685	6245	1.8830182723989977	5762.035913540933
chr1	58505001	58530000	chr1	58505001	58765000	260000	25000	17.66923076923077	97.0%	0.064	0.8780429561912977	0.0685	0.8780429561912977	17.66923076923077	4594	2.4002857439172174	3120.3714670923823
chr1	241820001	241840000	chr1	241505001	241840000	335000	20000	16.51865671641791	95.0%	0.09	0.8770701476078266	0.094	0.8770701476078266	16.51865671641791	4427	3.29397671649727	3531.1430400850736
chr8	31240001	31265000	chr8	31240001	31490000	250000	25000	17.616	96.0%	0.0515	0.8748391887024324	0.056499999999999995	0.8748391887024324	17.616	4404	2.034640310609746	2543.3003882621824
chr2	222685001	222710000	chr2	222685001	222940000	255000	25000	19.63921568627451	98.0%	0.087	0.8748275556615795	0.092	0.8748275556615795	19.63921568627451	5008	2.150752491244445	2742.209426336667
chr5	59355001	59375000	chr5	58930001	59375000	445000	20000	11.910112359550562	97.0%	0.037	0.8734183216460871	0.04	0.8734183216460871	11.910112359550562	4240	2.0730454644162797	2952.0167413287822
chr2	69800001	69830000	chr2	69525001	69830000	305000	30000	26.17486338797814	95.0%	0.054	0.8696426998429307	0.058	0.8696426998429307	26.174863387978142	9580	2.3072383651081863	5066.695449777577
chr10	34805001	34825000	chr10	34660001	34825000	165000	20000	24.24242424242424	98.0%	0.037	0.8686755838998832	0.039	0.8686755838998832	24.242424242424242	3200	1.7149386359942136	905.4875998049448
chr1	108880001	108910000	chr1	108690001	108910000	220000	30000	22.37878787878788	96.0%	0.0345	0.8682633740313014	0.036000000000000004	0.8682633740313014	22.37878787878788	5908	2.149297682402642	3404.487528925785
chr1	223075001	223095000	chr1	222635001	223095000	460000	20000	10.633152173913045	95.0%	0.0675	0.8681723432538709	0.07150000000000001	0.8681723432538709	10.633152173913043	3913	2.60780915053299	3838.6950695845617
chr1	17495001	17515000	chr1	17495001	17720000	225000	20000	18.78333333333333	97.0%	0.036	0.8672906748936661	0.04	0.8672906748936661	18.783333333333335	3381	1.8799670095623677	1353.5762468849048
chr5	128180001	128200000	chr5	127760001	128200000	440000	20000	13.744318181818182	96.0%	0.0295	0.8658475025761964	0.032	0.8658475025761964	13.744318181818182	4838	2.3850115792934523	3358.096303645181
chr17	64275001	64295000	chr17	63870001	64295000	425000	20000	11.579411764705885	95.0%	0.074	0.8644857377224864	0.08	0.8644857377224864	11.579411764705883	3937	2.1786058493501783	2962.9039551162423
chr9	126295001	126315000	chr9	126295001	126495000	200000	20000	23.60625	97.0%	0.031	0.8642139217611512	0.034	0.8642139217611512	23.60625	3777	2.501210206076153	1600.774531888738
chr2	16465001	16485000	chr2	16240001	16485000	245000	20000	20.448979591836736	96.0%	0.041	0.8588598199796638	0.044	0.8588598199796638	20.448979591836736	4008	1.7712157402227455	1388.6331403346326
chr10	32795001	32810000	chr10	32795001	33055000	260000	15000	17.987179487179485	97.0%	0.056	0.8584837325869147	0.06	0.8584837325869147	17.987179487179485	2806	2.2055623835470954	1032.2031955000407
chr12	52145001	52165000	chr12	52145001	52385000	240000	20000	16.604166666666668	98.0%	0.048	0.8576131557413214	0.051000000000000004	0.8576131557413214	16.604166666666668	3188	2.108120047539467	1619.0361965103107
chr11	10400001	10435000	chr11	10400001	10660000	260000	35000	18.76098901098901	96.0%	0.0785	0.8562960337335687	0.084	0.8562960337335687	18.76098901098901	6829	1.846203671775438	4704.126955683816
chr7	75855001	75880000	chr7	75855001	76050000	195000	25000	21.297435897435896	96.0%	0.032	0.8544604282843077	0.035	0.8544604282843077	21.297435897435896	4153	1.788413125929341	1743.7027977811074
chr18	36085001	36110000	chr18	36085001	36760000	675000	25000	8.134814814814815	96.0%	0.064	0.8533328244897241	0.066	0.8533328244897241	8.134814814814815	5491	2.3136751365416526	7808.653585828077
chr12	45155001	45175000	chr12	45155001	45725000	570000	20000	9.418859649122806	95.0%	0.034	0.8528657735997774	0.036000000000000004	0.8528657735997774	9.418859649122806	4295	2.525567671180859	4606.635432233887
chr20	8040001	8060000	chr20	8040001	8325000	285000	20000	16.140350877192983	95.0%	0.044	0.8508863972169701	0.048	0.8508863972169701	16.140350877192983	3680	2.5397767803647167	2316.2764236926214
chr3	130090001	130115000	chr3	129935001	130115000	180000	25000	17.511111111111113	98.0%	0.0225	0.8498274499127947	0.024	0.8498274499127947	17.511111111111113	3152	1.0598348392452517	953.8513553207265
chr22	50230001	50250000	chr22	50230001	50510000	280000	20000	11.486607142857142	95.0%	0.0584999999999999	0.8492983348970975	0.0605	0.8492983348970975	11.486607142857142	2573	2.0269826065596837	1816.1764154774767
chr6	149395001	149420000	chr6	149160001	149420000	260000	25000	19.29230769230769	95.0%	0.0715	0.8487977578137169	0.077	0.8487977578137169	19.29230769230769	5016	1.8008277991238943	2341.0761388610626
chr11	94170001	94195000	chr11	94170001	94510000	340000	25000	14.364705882352942	96.0%	0.093	0.8482199638753157	0.099	0.8482199638753157	14.364705882352942	4884	2.294511312424876	3900.669231122289
chr16	71945001	71965000	chr16	71635001	71965000	330000	20000	13.787878787878787	95.0%	0.0735	0.8476430174561926	0.076	0.8476430174561926	13.787878787878787	3640	2.1898016559307982	2312.430548662923
chr8	30355001	30385000	chr8	30175001	30385000	210000	30000	21.02777777777778	96.0%	0.0455	0.847456049870245	0.047	0.847456049870245	21.02777777777778	5299	1.9029352131784034	2877.238042325746
chr6	30005001	30020000	chr6	29735001	30020000	285000	15000	18.71345029239766	96.0%	0.04	0.8450032191407442	0.043	0.8450032191407442	18.71345029239766	3200	2.814569531903012	1443.8741698662452
chr11	121185001	121205000	chr11	120885001	121205000	320000	20000	13.41015625	95.0%	0.095	0.8447174694126929	0.1005	0.8447174694126929	13.41015625	3433	1.5524886746628799	1589.748402854789
chr4	52010001	52035000	chr4	51820001	52035000	215000	25000	19.079069767441855	97.0%	0.035	0.8447068194513898	0.036	0.8447068194513898	19.07906976744186	4102	1.8563924210895792	1995.6218526712978
chr17	51755001	51780000	chr17	51755001	52000000	245000	25000	18.489795918367346	96.0%	0.034	0.8443149889014296	0.038	0.8443149889014296	18.489795918367346	4530	2.117165215411902	2593.52738887958
chr10	112465001	112490000	chr10	112465001	113490000	1025000	25000	5.251707317073171	95.0%	0.075	0.8436788600143387	0.075	0.8436788600143387	5.251707317073171	5383	2.5418684190920504	13027.07564784676
chr8	127395001	127415000	chr8	127395001	127735000	340000	20000	14.161764705882351	97.0%	0.0455	0.8434840122296379	0.0485	0.8434840122296379	14.161764705882353	3852	2.0707279285754487	2252.9519862900884
chr4	156660001	156680000	chr4	155985001	156680000	695000	20000	7.93705035971223	96.0%	0.048	0.8422374336585758	0.047	0.8422374336585758	7.93705035971223	4413	2.455302236194595	5460.592173296779
chr2	191810001	191840000	chr2	191810001	192115000	305000	30000	17.639344262295083	96.0%	0.065	0.8389758096213622	0.067	0.8389758096213622	17.639344262295083	6456	1.818723138207214	3993.916011503042
chr7	45115001	45145000	chr7	44830001	45145000	315000	30000	13.78042328042328	98.0%	0.042	0.8347103375241939	0.046	0.8347103375241939	13.78042328042328	5209	1.3236656926776207	3002.073790992844
chr17	77530001	77555000	chr17	77530001	77955000	425000	25000	10.409411764705885	95.0%	0.092	0.8346413809256107	0.099	0.8346413809256107	10.409411764705883	4424	1.8531497159720054	3937.9431464405116
chr10	88815001	88840000	chr10	88815001	89080000	265000	25000	19.5622641509434	97.0%	0.037	0.8343183162304041	0.039	0.8343183162304041	19.562264150943395	5184	1.924185974254756	2549.5464158875516
chr9	36860001	36880000	chr9	36860001	37370000	510000	20000	9.955882352941176	95.0%	0.0809999999999999	0.8335136823781327	0.0865	0.8335136823781327	9.955882352941176	4062	2.272429326538044	3708.6046609100877
chr12	69555001	69575000	chr12	69345001	69575000	230000	20000	20.95108695652174	97.0%	0.0419999999999999	0.8334482488904332	0.043	0.8334482488904332	20.95108695652174	3855	2.135758293891467	1571.9181043041199
chr6	41660001	41685000	chr6	41355001	41685000	330000	25000	14.515151515151516	97.0%	0.0424999999999999	0.8332553691277996	0.0455	0.8332553691277996	14.515151515151516	4790	1.8287812873569205	3017.4891241389187
chr12	26990001	27010000	chr12	26845001	27010000	165000	20000	26.704545454545453	97.0%	0.04	0.8320355421025449	0.042	0.8320355421025449	26.704545454545453	3525	1.6740386005543362	883.8923810926894
chr3	142980001	143000000	chr3	142315001	143000000	685000	20000	8.333941605839415	95.0%	0.057	0.8298898259788579	0.06	0.8298898259788579	8.333941605839415	4567	2.2094125178921074	4843.032239219499
chr3	112960001	112980000	chr3	112585001	112980000	395000	20000	13.778481012658228	96.0%	0.029	0.8284882253849176	0.031	0.8284882253849176	13.778481012658228	4354	2.433720077831963	3076.2221783796017
chr4	15475001	15495000	chr4	15475001	15995000	520000	20000	10.447115384615383	96.0%	0.0445	0.8273897840996174	0.0455	0.8273897840996174	10.447115384615385	4346	1.9582370618038771	3258.5064708416517
chr19	48640001	48675000	chr19	48640001	48865000	225000	35000	18.507936507936503	96.0%	0.032	0.8270206485571839	0.035	0.8270206485571839	18.50793650793651	5830	1.5944378373926205	3515.7354314507284
chr7	17180001	17205000	chr7	16995001	17205000	210000	25000	23.88095238095238	95.0%	0.0814999999999999	0.8263976901052347	0.0875	0.8263976901052347	23.88095238095238	5015	1.8175745527385443	1908.4532803754714
chr8	141155001	141180000	chr8	140700001	141180000	480000	25000	9.658333333333331	95.0%	0.0559999999999999	0.8246581128810456	0.059	0.8246581128810456	9.658333333333333	4636	1.6474724198602209	3953.93380766453
chr2	120335001	120350000	chr2	120335001	120685000	350000	15000	12.376190476190477	96.0%	0.0335	0.8244611843348717	0.035	0.8244611843348717	12.376190476190477	2599	1.9626409354213596	1236.4637893154566
chr3	44520001	44545000	chr3	44520001	45040000	520000	25000	10.086538461538462	95.0%	0.0745	0.8232234508911238	0.0785	0.8232234508911238	10.086538461538462	5245	1.9682495550371757	5117.448843096657
chr15	29130001	29150000	chr15	29130001	29345000	215000	20000	19.302325581395348	96.0%	0.04	0.8229196487778677	0.043	0.8229196487778677	19.302325581395348	3320	2.0986288207676806	1443.8566286881642
chr5	132520001	132550000	chr5	132520001	132895000	375000	30000	14.555555555555555	96.0%	0.062	0.8226416452348774	0.068	0.8226416452348774	14.555555555555555	6550	1.9515884783179165	5269.288891458375
chr7	154920001	154940000	chr7	154920001	155775000	855000	20000	6.548245614035087	96.0%	0.052	0.8224517528422441	0.058	0.8224517528422441	6.548245614035087	4479	2.4294754367062406	6647.0447948282745
chr13	41635001	41660000	chr13	41350001	41660000	310000	25000	14.561290322580646	96.0%	0.0715	0.8213842388751782	0.075	0.8213842388751782	14.561290322580644	4514	2.0268513217529365	3141.6195487170517
