chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr1	180185000	180190000	chr1	180475000	180480000	0,0,0	7.674735	1.0	3.388896	3.8113608	4.7240252	4.210167	2.517131	7.598043
chr1	94045000	94050000	chr1	94465000	94470000	0,0,0	5.550192	0.9966631	2.5644972	2.8092964	3.3891983	3.2061539	1.3115996	5.703306
chr1	67530000	67535000	chr1	67760000	67765000	0,0,0	9.35199	0.9999729	4.0882077	4.3091474	7.093566	6.6854024	1.9779949	10.515756
chr1	178540000	178545000	chr1	178750000	178755000	0,0,0	7.717843	0.9996234	3.5983334	3.533125	4.8097806	4.7446833	1.7321199	7.8852386
chr1	145590000	145595000	chr1	145715000	145720000	0,0,0	4.08515	0.98324525	2.0351658	2.0068326	2.203094	2.3056479	0.9777929	4.089499
chr1	23495000	23500000	chr1	23635000	23640000	0,0,0	6.9136105	0.99921244	2.2032425	4.6977496	5.2598996	2.971568	1.721758	7.1473455
chr1	211470000	211475000	chr1	211655000	211660000	0,0,0	8.02405	1.0	3.056401	3.533495	4.3443127	3.1765292	1.3936573	6.3174133
chr1	172445000	172450000	chr1	172720000	172725000	0,0,0	10.940466	1.0	4.4280963	4.8860946	6.473127	5.2432	1.70229	9.586394
chr1	203040000	203045000	chr1	203215000	203220000	0,0,0	5.88709	0.99840736	2.9547048	2.6613238	3.6838784	4.0774174	1.4225051	6.443039
chr1	242465000	242470000	chr1	243325000	243330000	0,0,0	7.988738	1.0	3.7515893	2.978383	4.2632737	4.29381	1.2689422	6.941262
chr1	9285000	9290000	chr1	9455000	9460000	0,0,0	10.957059	0.9999961	4.3651953	5.9553623	8.734687	7.1661277	2.5603383	12.459783
chr1	218330000	218335000	chr1	219805000	219810000	0,0,0	9.409349	0.9999954	3.849128	6.449944	8.128672	6.563251	3.176857	12.296535
chr1	88995000	89000000	chr1	89455000	89460000	0,0,0	7.27167	0.999969	3.0434365	4.1487594	7.359269	6.6955004	2.2938156	10.383286
chr1	70525000	70530000	chr1	71045000	71050000	0,0,0	7.510934	1.0	3.362314	3.2800243	4.5131884	4.214124	1.1224843	7.129701
chr1	234110000	234115000	chr1	234305000	234310000	0,0,0	5.770117	0.99934417	2.7621536	2.9364	4.502645	4.72027	1.2779281	7.3304033
chr1	234610000	234615000	chr1	234960000	234965000	0,0,0	5.2954893	0.99893105	2.7492166	2.3619242	3.9593346	4.7422967	1.588815	6.841785
chr1	84945000	84950000	chr1	85255000	85260000	0,0,0	13.362448	1.0	5.517374	5.539249	5.915108	4.543507	2.0760329	9.467284
chr1	236605000	236610000	chr1	236865000	236870000	0,0,0	7.16313	1.0	3.2003539	3.4735804	4.0587654	3.6170578	1.5843655	6.7046843
chr1	168435000	168440000	chr1	169345000	169350000	0,0,0	5.6451783	1.0	2.728331	2.3661308	3.2128925	3.3417673	1.0069503	5.444995
chr1	52700000	52705000	chr1	53185000	53190000	0,0,0	5.330277	1.0	2.4047792	2.3386064	3.398043	3.24715	1.1741713	5.325911
chr1	165255000	165260000	chr1	165365000	165370000	0,0,0	7.3043084	1.0	3.0602934	3.5894136	4.688101	3.9501839	1.7927333	7.1407733
chr1	19915000	19920000	chr1	20150000	20155000	0,0,0	8.018627	0.99997795	2.996486	5.2240868	7.8808355	6.078613	2.3848615	10.722245
chr1	11035000	11040000	chr1	11645000	11650000	0,0,0	15.232935	1.0	4.3423176	10.823514	15.002663	8.6537075	5.3715796	18.274609
chr1	198085000	198090000	chr1	198465000	198470000	0,0,0	3.9155126	0.99272233	2.4696767	1.3694612	2.1559353	3.7061534	0.8592252	4.9234524
chr1	15130000	15135000	chr1	15270000	15275000	0,0,0	7.7947397	0.99967057	3.738074	3.2281842	4.9067783	5.149461	1.5941012	8.018957
chr1	228660000	228665000	chr1	229250000	229255000	0,0,0	9.806819	0.99997616	4.6177254	4.0577536	6.7731853	7.0394635	2.401188	10.646356
chr1	153800000	153805000	chr1	153985000	153990000	0,0,0	5.934595	0.997367	2.4838796	3.1333992	3.830182	3.155008	1.7694404	5.940252
chr1	83935000	83940000	chr1	84750000	84755000	0,0,0	4.9601917	0.9939393	2.7901487	2.0419188	2.4697173	3.2914197	1.2363573	5.1064587
chr1	109275000	109280000	chr1	109395000	109400000	0,0,0	6.3032107	0.9997449	2.624656	4.2144785	5.4382963	4.5285425	1.9511493	8.274745
chr1	113830000	113835000	chr1	113905000	113910000	0,0,0	4.672984	0.99512774	2.4045286	2.4287488	2.824452	3.1658616	1.0619618	5.3247495
chr1	213245000	213250000	chr1	214120000	214125000	0,0,0	7.643784	0.99982786	2.572903	5.093998	6.4379706	4.140055	2.1080413	8.668054
chr1	84140000	84145000	chr1	84430000	84435000	0,0,0	9.563124	0.99999726	3.978189	5.65766	8.868458	7.789751	3.3422568	12.818783
chr1	58510000	58515000	chr1	58650000	58655000	0,0,0	11.648766	1.0	4.967479	4.4918876	7.1064563	6.4429417	2.2595208	10.435731
chr1	161485000	161490000	chr1	161740000	161745000	0,0,0	16.27632	1.0	5.836099	6.9232073	8.190614	5.472167	2.7090912	11.626129
chr1	212480000	212485000	chr1	212605000	212610000	0,0,0	4.346377	1.0	2.9037144	1.0615385	1.5519912	3.0723014	0.676515	4.015891
chr1	179865000	179870000	chr1	180175000	180180000	0,0,0	8.827008	0.99996674	3.9205093	4.7386646	6.58627	6.0992284	2.3361442	10.311375
chr1	209600000	209605000	chr1	209690000	209695000	0,0,0	8.532504	0.99994075	3.3601441	4.863093	6.788805	5.4117866	1.9420984	9.734535
chr1	89480000	89485000	chr1	89760000	89765000	0,0,0	8.471565	1.0	3.6189516	3.4277518	5.119246	4.5877233	1.5945312	7.634614
chr1	239400000	239405000	chr1	239895000	239900000	0,0,0	6.4218307	1.0	3.1538324	2.14036	3.3771877	3.6906536	1.2761122	5.5931954
chr1	236105000	236110000	chr1	236530000	236535000	0,0,0	12.515495	0.99999994	4.7099	7.4837	12.282757	9.791893	2.8272908	16.44407
chr1	246495000	246500000	chr1	246695000	246700000	0,0,0	5.9126306	0.9980477	2.9152308	2.7816944	3.5514338	3.7667923	1.4806706	6.2394094
chr1	197180000	197185000	chr1	197355000	197360000	0,0,0	5.741781	0.99830014	2.4206688	3.3808012	4.073723	3.3727221	1.3131326	6.377879
chr1	63775000	63780000	chr1	64135000	64140000	0,0,0	4.3070908	0.99885774	2.064551	3.0862877	3.9689257	4.0320897	1.3771187	6.775457
chr1	85310000	85315000	chr1	85460000	85465000	0,0,0	4.424945	1.0	2.118827	2.156953	2.5170841	2.498138	1.0835444	4.4154296
chr1	68110000	68115000	chr1	68440000	68445000	0,0,0	4.2785573	0.987504	2.3934155	1.5783701	2.2281158	2.979807	0.67031646	4.3828025
chr1	113975000	113980000	chr1	114280000	114285000	0,0,0	7.6034293	0.9999607	3.202029	4.9980536	6.677931	5.7033434	2.198485	10.146057
chr1	16080000	16085000	chr1	16185000	16190000	0,0,0	14.670811	0.99999994	4.234721	10.4622555	13.208588	7.2903748	3.8786292	16.590157
chr1	186400000	186405000	chr1	186985000	186990000	0,0,0	5.3661213	1.0	2.4675622	2.335342	2.6731985	2.4749417	1.0427198	4.5508013
chr1	225470000	225475000	chr1	225845000	225850000	0,0,0	3.9340737	0.99731797	2.1319215	2.5245018	2.9763494	3.6777942	1.5786797	5.921796
chr1	53275000	53280000	chr1	53390000	53395000	0,0,0	11.133006	0.99998873	4.084306	5.615943	8.46662	6.4048853	2.5464637	11.396834
chr1	8560000	8565000	chr1	8725000	8730000	0,0,0	7.026801	0.9999729	3.1151626	4.8151913	6.74018	6.236891	1.8583256	10.517061
chr1	94605000	94610000	chr1	94800000	94805000	0,0,0	5.129787	0.9978034	2.7940671	2.3481243	3.1810293	4.0342493	1.0121763	6.121471
chr1	224165000	224170000	chr1	224335000	224340000	0,0,0	3.9076838	0.9972926	2.1653037	1.7818699	3.2281966	4.3284936	0.96782684	5.912378
chr1	225550000	225555000	chr1	225770000	225775000	0,0,0	6.0215735	0.99985766	2.5035512	3.7888002	6.191964	5.4903626	1.9610364	8.858186
chr1	113070000	113075000	chr1	113680000	113685000	0,0,0	4.4617147	0.9977926	2.3965402	2.3144503	3.26645	4.0592856	1.8873433	6.116575
chr1	46035000	46040000	chr1	46175000	46180000	0,0,0	7.58471	0.9999882	2.919767	4.755736	8.528172	7.12121	2.8044467	11.348531
chr1	56585000	56590000	chr1	56705000	56710000	0,0,0	4.024008	1.0	2.1017551	1.6262894	2.0080395	2.3341305	0.80890405	3.7797213
chr1	236100000	236105000	chr1	236865000	236870000	0,0,0	8.123661	0.9997919	3.4079163	3.7343705	5.8230796	5.1591325	1.9046198	8.478573
chr1	147490000	147495000	chr1	147890000	147895000	0,0,0	7.2541966	1.0	3.6813576	2.6517782	3.5840807	4.023069	1.7891206	6.380205
chr1	15320000	15325000	chr1	15430000	15435000	0,0,0	9.632061	0.99997485	3.353886	6.254146	7.6608624	5.0333962	2.5792441	10.592637
chr1	157990000	157995000	chr1	158085000	158090000	0,0,0	4.397297	0.99721783	2.1158905	2.2413187	3.6501591	3.892846	1.1302572	5.8851295
chr1	223135000	223140000	chr1	223680000	223685000	0,0,0	9.060301	1.0	4.048585	4.0795827	5.0179834	4.5396023	1.977143	8.165898
chr1	7665000	7670000	chr1	7755000	7760000	0,0,0	7.7988334	1.0	2.6065135	4.303797	5.385596	3.4200168	1.7745109	7.245614
chr1	26100000	26105000	chr1	26390000	26395000	0,0,0	4.9088306	0.9951526	2.0448716	3.206326	3.255588	2.479793	1.4433589	5.3298607
chr1	157090000	157095000	chr1	157155000	157160000	0,0,0	7.6969824	1.0	3.2278373	3.262466	4.670777	4.0463557	1.6689405	6.946326
chr1	160100000	160105000	chr1	160250000	160255000	0,0,0	7.2240005	0.9998657	2.539366	5.7082047	6.1806984	3.8426676	1.8851782	8.916627
chr1	16075000	16080000	chr1	16240000	16245000	0,0,0	5.912442	0.9984819	3.2885382	1.778413	3.6118302	4.9101863	0.9909918	6.490998
chr1	17060000	17065000	chr1	17335000	17340000	0,0,0	3.97578	0.9971819	2.0465271	2.5007908	3.2020166	3.649378	1.2742738	5.872303
chr1	211680000	211685000	chr1	212030000	212035000	0,0,0	11.2532835	1.0	4.011844	6.0263805	7.439046	5.038672	2.1066563	10.395455
chr1	234960000	234965000	chr1	235080000	235085000	0,0,0	5.5589895	1.0	2.7790759	2.1436462	2.543001	2.7208145	1.1097124	4.6262774
chr1	180510000	180515000	chr1	181165000	181170000	0,0,0	9.836691	1.0	4.8999186	2.323941	3.6127422	4.023094	1.3391677	6.08882
chr1	85305000	85310000	chr1	85500000	85505000	0,0,0	5.2856817	0.99691176	2.8831427	1.8494707	3.180843	4.1367855	0.9656259	5.7807593
chr1	152055000	152060000	chr1	152455000	152460000	0,0,0	6.5503707	1.0	3.6637065	2.158681	2.320874	3.019227	1.3204081	4.9380546
chr1	210580000	210585000	chr1	211135000	211140000	0,0,0	4.9539137	0.9995542	2.3699176	3.205334	4.686354	4.8673005	1.7055622	7.7164865
chr1	85305000	85310000	chr1	85580000	85585000	0,0,0	5.7552743	1.0	2.7726626	2.9568787	3.1678655	3.109617	1.2423937	5.7379537
chr1	99170000	99175000	chr1	99710000	99715000	0,0,0	4.05364	1.0	2.357214	1.0570862	1.9114237	2.7917874	0.7307961	3.7314198
chr1	241535000	241540000	chr1	242010000	242015000	0,0,0	4.6735654	1.0	2.4520733	2.0321603	2.3741438	2.7583325	1.1378188	4.5646973
chr1	86830000	86835000	chr1	87080000	87085000	0,0,0	8.394977	0.99998546	2.983149	5.9909797	8.225906	5.8151264	3.0498538	11.140442
chr1	24200000	24205000	chr1	24390000	24395000	0,0,0	21.88889	1.0	5.815635	14.923163	18.859169	9.675216	6.4398007	22.94025
chr1	169925000	169930000	chr1	170925000	170930000	0,0,0	6.2708	0.99949193	3.0632946	2.7052364	4.7099457	5.1809793	1.7574096	7.585634
chr1	3555000	3560000	chr1	3620000	3625000	0,0,0	4.876206	0.9944838	2.0658844	2.793468	3.2865243	2.7175245	1.4524509	5.2006073
chr1	91510000	91515000	chr1	91925000	91930000	0,0,0	9.053208	0.99999887	4.6273713	5.160326	7.8596134	9.080203	2.9707565	13.66716
chr1	228695000	228700000	chr1	229225000	229230000	0,0,0	5.976955	0.99993837	3.0455832	3.811107	5.5244823	6.308068	2.203229	9.695719
chr1	173420000	173425000	chr1	173825000	173830000	0,0,0	11.702191	1.0	3.8648112	6.957038	8.075401	4.8568964	2.7005608	11.04093
chr1	199680000	199685000	chr1	200275000	200280000	0,0,0	4.168416	0.99231994	2.3108652	1.8852811	2.44803	3.193824	0.8209669	4.8696294
chr1	215995000	216000000	chr1	216750000	216755000	0,0,0	3.8293953	0.9791414	2.0787663	1.4536595	2.0378106	2.578248	0.9621518	3.87039
chr1	240730000	240735000	chr1	240950000	240955000	0,0,0	7.5948358	0.99956304	3.564106	3.7401092	4.545429	4.411951	1.6238778	7.7364917
chr1	109640000	109645000	chr1	109770000	109775000	0,0,0	11.310275	1.0	3.452146	6.9757557	8.785452	5.1049995	2.4726985	11.305672
chr1	203040000	203045000	chr1	203265000	203270000	0,0,0	5.8042808	0.9987891	2.296389	2.9581504	4.86396	4.0875945	1.7544798	6.717061
chr1	172000000	172005000	chr1	172395000	172400000	0,0,0	4.774182	0.9990735	2.629871	2.6205904	3.5916026	4.655409	1.551052	6.9848228
chr1	94245000	94250000	chr1	94325000	94330000	0,0,0	5.0907516	0.99700475	2.596591	2.5169938	3.1902475	3.5739942	1.0530528	5.811322
chr1	214640000	214645000	chr1	215515000	215520000	0,0,0	6.223236	0.99904543	3.6938887	2.8168058	3.0084088	4.4511642	1.1995593	6.954992
chr1	198770000	198775000	chr1	199105000	199110000	0,0,0	4.4145594	0.9992636	2.5024629	2.378349	3.6933696	5.100372	1.6663254	7.2144594
chr1	153510000	153515000	chr1	153670000	153675000	0,0,0	5.5066447	1.0	2.155867	3.0082536	3.6897879	2.7888086	1.0496277	5.462812
chr1	93305000	93310000	chr1	93845000	93850000	0,0,0	4.705975	0.9973906	2.978399	1.4990793	2.6629453	4.6167507	0.92312485	5.9492655
chr1	15810000	15815000	chr1	16045000	16050000	0,0,0	4.844834	1.0	2.2518077	2.276385	2.7320435	2.6045048	0.9767838	4.6279583
chr1	76900000	76905000	chr1	77125000	77130000	0,0,0	6.080457	0.99792325	2.3220575	3.2635875	4.334517	3.2766242	1.3875579	6.177591
chr1	161560000	161565000	chr1	161735000	161740000	0,0,0	9.234646	0.9999051	3.8126967	4.788544	6.104162	5.0072	2.3383365	9.263683
chr1	28880000	28885000	chr1	29200000	29205000	0,0,0	14.668874	1.0	4.200674	8.519443	10.758401	5.8956976	3.250946	13.468535
chr1	203870000	203875000	chr1	204125000	204130000	0,0,0	11.398612	0.99999744	5.617526	5.044282	7.675977	8.385129	2.690074	12.868936
chr1	163530000	163535000	chr1	165075000	165080000	0,0,0	5.953156	0.9989349	3.0333183	2.8253012	3.8333902	4.3340435	1.403237	6.845422
chr1	232635000	232640000	chr1	232875000	232880000	0,0,0	4.683627	1.0	2.3978028	1.8197119	2.1161718	2.350668	0.81125206	3.9681897
chr1	143185000	143190000	chr1	143260000	143265000	0,0,0	25.097116	1.0	9.094039	5.046194	8.242799	6.3201346	2.4170892	10.80564
chr1	17500000	17505000	chr1	17605000	17610000	0,0,0	16.059875	0.99999994	4.944027	10.112797	12.978508	7.6869073	3.8782582	16.67606
chr1	114980000	114985000	chr1	115595000	115600000	0,0,0	9.840278	1.0	4.459115	3.2240877	3.904961	3.590902	1.7388155	6.4567575
chr1	27100000	27105000	chr1	27280000	27285000	0,0,0	11.769694	0.9999995	4.054962	7.9132695	10.945396	7.51621	4.016127	14.550227
chr1	168340000	168345000	chr1	168570000	168575000	0,0,0	9.561168	1.0	3.8695612	3.3348527	5.6635723	4.917372	1.3782821	7.881686
chr1	5510000	5515000	chr1	5745000	5750000	0,0,0	7.876314	1.0	3.3560245	3.6309767	4.1764383	3.4544153	1.6295404	6.68195
chr1	24685000	24690000	chr1	24835000	24840000	0,0,0	9.633332	0.9999449	4.121995	4.9341693	6.3001857	5.4216976	2.7043247	9.807626
chr1	223695000	223700000	chr1	223915000	223920000	0,0,0	7.4571166	1.0	3.4611816	3.698935	3.973655	3.6669185	1.8949043	6.9548607
chr1	152050000	152055000	chr1	152185000	152190000	0,0,0	10.064841	1.0	3.4631882	4.5532856	6.1617804	4.1863422	2.191203	8.233707
chr1	230630000	230635000	chr1	230770000	230775000	0,0,0	7.2287025	0.9995912	3.6284578	3.0521674	4.546242	5.089993	1.1882986	7.803031
chr1	19915000	19920000	chr1	20195000	20200000	0,0,0	6.2275095	0.9993499	2.4050145	4.6522355	4.7126427	3.2037935	2.034149	7.3391137
chr1	109640000	109645000	chr1	109985000	109990000	0,0,0	8.745475	1.0	4.174953	3.092124	3.819867	3.8226116	1.9558519	6.571166
chr1	202465000	202470000	chr1	202715000	202720000	0,0,0	3.9791574	0.99591166	2.2910044	1.4740722	2.908975	4.189898	1.007233	5.500184
chr1	182140000	182145000	chr1	182395000	182400000	0,0,0	5.888719	0.99987495	2.6953456	4.4713154	5.3799567	5.013354	1.9398111	8.987857
chr1	176370000	176375000	chr1	176690000	176695000	0,0,0	4.7436376	0.99660164	2.2739906	2.364292	3.4424968	3.5834634	1.4500593	5.6850567
chr1	18595000	18600000	chr1	18680000	18685000	0,0,0	6.047255	1.0	3.0477278	2.0531197	3.2380564	3.677572	1.2315294	5.5025673
chr1	243340000	243345000	chr1	243750000	243755000	0,0,0	5.8717637	1.0	2.7180657	2.5396543	3.4184616	3.329068	0.9961202	5.5865383
chr1	206485000	206490000	chr1	206585000	206590000	0,0,0	6.441448	1.0	3.305309	2.1890628	3.567249	4.182184	1.300981	6.128018
chr1	46875000	46880000	chr1	46995000	47000000	0,0,0	4.772995	0.99853355	2.7504544	2.1230206	3.2591174	4.6384735	1.1750654	6.525603
chr1	61045000	61050000	chr1	61450000	61455000	0,0,0	6.495787	1.0	2.7660334	2.7447908	4.1363554	3.7004166	1.4949653	6.1402307
chr1	24150000	24155000	chr1	24395000	24400000	0,0,0	5.07412	0.99698395	2.2621298	2.2130654	3.9195657	3.8372383	1.1159099	5.8044076
chr1	198470000	198475000	chr1	198685000	198690000	0,0,0	4.170168	0.9955605	2.1314487	2.046126	3.1154616	3.5990045	1.1833272	5.4177833
chr1	120215000	120220000	chr1	120540000	120545000	0,0,0	38.57476	1.0	11.964432	12.858705	15.314765	8.743237	5.392636	20.173197
chr1	156090000	156095000	chr1	156225000	156230000	0,0,0	10.526166	0.99999523	4.281325	6.2766895	8.2270565	6.681371	2.9915762	12.260652
chr1	85305000	85310000	chr1	85690000	85695000	0,0,0	7.122846	1.0	3.976107	1.7020924	2.7302437	3.675176	0.7112287	5.188147
chr1	67685000	67690000	chr1	67745000	67750000	0,0,0	3.97094	0.9914147	2.2702613	1.6170149	2.375628	3.3208508	0.77790403	4.7581973
chr1	203115000	203120000	chr1	203215000	203220000	0,0,0	5.6720295	0.999639	2.1898093	4.355233	5.426898	4.0561357	1.7492357	7.927454
chr1	21370000	21375000	chr1	21655000	21660000	0,0,0	10.199576	1.0	3.4277008	4.858428	5.662461	3.481342	1.8376089	7.799945
chr1	62840000	62845000	chr1	63440000	63445000	0,0,0	4.8477626	0.99679875	2.185946	3.1273694	3.3650181	2.9649286	1.197301	5.7448125
chr1	162610000	162615000	chr1	162800000	162805000	0,0,0	8.413079	1.0	2.904567	4.915036	5.3586683	3.2711174	1.6658441	7.6400385
chr1	220870000	220875000	chr1	221435000	221440000	0,0,0	5.88447	1.0	2.8868046	2.246758	2.6794395	2.7804818	1.8225466	4.7776
chr1	8010000	8015000	chr1	8315000	8320000	0,0,0	5.410883	0.9998552	3.248679	2.5417852	4.249394	6.581873	1.5519714	8.841238
chr1	222790000	222795000	chr1	223085000	223090000	0,0,0	9.223468	0.9999913	3.613579	5.859278	8.14412	6.444143	2.705836	11.6523905
chr1	50925000	50930000	chr1	51185000	51190000	0,0,0	6.2361383	0.9997698	2.1719675	5.098708	5.981404	3.8452559	2.2148836	8.377441
chr1	39815000	39820000	chr1	39970000	39975000	0,0,0	6.460959	0.99875444	2.7313957	3.5570984	4.2544556	3.5270033	1.6539835	6.6888685
chr1	180880000	180885000	chr1	181165000	181170000	0,0,0	12.562277	1.0	6.0288935	4.3311167	5.507059	5.591894	1.8936962	9.441776
chr1	247390000	247395000	chr1	247485000	247490000	0,0,0	6.057603	0.9989583	2.4611478	3.6431797	4.549264	3.6291988	1.3092775	6.8675804
chr1	67560000	67565000	chr1	67760000	67765000	0,0,0	9.40747	0.9999898	4.217672	4.819023	7.496747	7.208859	2.4475677	11.4924345
chr1	179250000	179255000	chr1	179370000	179375000	0,0,0	5.5015965	0.99704474	2.1258152	3.1105115	4.0292563	3.059883	1.2603773	5.824782
chr1	156085000	156090000	chr1	156320000	156325000	0,0,0	4.825866	1.0	2.077638	2.1283388	2.999936	2.6755261	0.75978845	4.567383
chr1	50365000	50370000	chr1	50600000	50605000	0,0,0	7.750652	1.0	3.585322	2.605885	3.5776427	3.4958594	1.0815235	5.8122015
chr1	153675000	153680000	chr1	153745000	153750000	0,0,0	6.252252	1.0	3.1746984	1.8547199	3.5315385	4.148829	1.0437329	5.7974687
chr1	45015000	45020000	chr1	45300000	45305000	0,0,0	14.915008	1.0	4.3803167	11.548605	15.690925	9.1844635	5.0212517	19.44989
chr1	241605000	241610000	chr1	242010000	242015000	0,0,0	5.0823593	1.0	2.5901594	1.673275	2.330227	2.6458964	1.0591995	4.133252
chr1	218335000	218340000	chr1	218555000	218560000	0,0,0	4.3947115	1.0	2.0988288	2.23613	2.442976	2.3748503	1.0095165	4.3625216
chr1	184805000	184810000	chr1	184980000	184985000	0,0,0	11.216383	0.99999917	4.28294	7.306424	9.877559	7.514377	2.6381676	14.008976
chr1	233395000	233400000	chr1	234065000	234070000	0,0,0	5.8276668	0.99998415	2.33919	5.829391	7.424572	5.872553	2.587123	11.054234
chr1	235095000	235100000	chr1	235415000	235420000	0,0,0	8.857218	1.0	3.339264	5.099258	5.781561	4.0259953	2.1320415	8.558669
chr1	200090000	200095000	chr1	200505000	200510000	0,0,0	4.8758445	1.0	2.5709908	1.8370476	2.3044941	2.7307117	0.9798055	4.3636427
chr1	244600000	244605000	chr1	244795000	244800000	0,0,0	10.687045	1.0	3.6583014	5.7047086	7.857239	5.350713	1.9936868	10.421564
chr1	40145000	40150000	chr1	40400000	40405000	0,0,0	4.2310767	0.99826026	2.4500782	1.5860726	3.3864832	4.9448376	0.9426731	6.3546796
chr1	22975000	22980000	chr1	23270000	23275000	0,0,0	5.544385	0.99679214	2.935087	2.1284323	3.1586764	3.8508089	1.1715252	5.7427487
chr1	200620000	200625000	chr1	200800000	200805000	0,0,0	7.052806	0.9999903	2.6614296	6.4374113	8.013799	5.8234916	2.323271	11.545635
chr1	67850000	67855000	chr1	68340000	68345000	0,0,0	6.9615297	1.0	3.4425497	2.2651467	4.077155	4.582571	1.3652544	6.5960345
chr1	240960000	240965000	chr1	241490000	241495000	0,0,0	4.5656357	0.9923108	2.420834	1.7379019	2.7045722	3.323648	0.9968422	4.8684497
chr1	67850000	67855000	chr1	68005000	68010000	0,0,0	3.9575784	0.9856264	2.129664	1.6645694	2.2296712	2.763183	0.7592695	4.2428
chr1	234495000	234500000	chr1	235080000	235085000	0,0,0	12.874911	1.0	5.377311	9.133403	11.226268	9.238065	4.3253574	17.356646
chr1	246010000	246015000	chr1	246450000	246455000	0,0,0	5.793267	1.0	2.9864788	2.2382026	2.6648257	3.008951	1.0663195	4.9984646
chr1	53485000	53490000	chr1	53675000	53680000	0,0,0	5.015765	0.9967216	2.5312934	2.1616533	3.3469791	3.7995257	1.0474111	5.7209954
chr1	39100000	39105000	chr1	39255000	39260000	0,0,0	14.2983055	0.99999964	4.4842405	8.532279	11.654667	7.2607694	3.0858696	14.845017
chr1	94810000	94815000	chr1	95040000	95045000	0,0,0	6.1221523	0.99907637	2.8041267	3.0151474	4.409984	4.307772	1.623605	6.9879036
chr1	240885000	240890000	chr1	241485000	241490000	0,0,0	7.6150117	1.0	3.2245603	3.9671333	4.5221763	3.6953397	1.5816804	7.22168
chr1	78145000	78150000	chr1	78675000	78680000	0,0,0	5.907914	0.9994046	2.3294523	4.2008457	4.928667	3.6929736	1.5983995	7.4270587
chr1	205985000	205990000	chr1	206105000	206110000	0,0,0	4.831416	0.9938293	2.4932876	1.9094293	2.8929865	3.3912015	1.0130327	5.088472
chr1	109545000	109550000	chr1	109630000	109635000	0,0,0	7.0808597	1.0	2.4743562	4.0734434	4.7235475	3.029727	1.6952504	6.6505656
chr1	197530000	197535000	chr1	197860000	197865000	0,0,0	4.770943	0.9987713	2.375352	3.4210832	3.54801	3.6615512	1.5086232	6.7025137
chr1	63615000	63620000	chr1	64245000	64250000	0,0,0	12.476954	1.0	5.5884295	8.422222	14.457304	14.154204	4.5633097	21.640625
chr1	66995000	67000000	chr1	67145000	67150000	0,0,0	6.520135	0.9993751	2.9605005	3.2267494	4.680912	4.510442	1.4417592	7.3786635
chr1	38040000	38045000	chr1	38820000	38825000	0,0,0	6.1398573	0.9983262	3.462667	2.1278205	3.2918744	4.5019073	1.4814513	6.3933034
chr1	18595000	18600000	chr1	18820000	18825000	0,0,0	10.942389	0.9999948	3.6665242	7.119059	9.090387	5.847684	2.7055757	12.175736
chr1	167065000	167070000	chr1	167440000	167445000	0,0,0	13.698947	0.9999991	4.177163	8.81292	10.729228	6.1027064	3.4185734	13.936413
chr1	91515000	91520000	chr1	91885000	91890000	0,0,0	4.4433117	0.9989497	2.3635333	2.7068954	3.663235	4.453273	1.2440032	6.859402
chr1	112810000	112815000	chr1	113045000	113050000	0,0,0	7.919331	0.99986315	3.0195448	4.660973	6.2710223	4.7543716	2.1659684	8.897459
chr1	9495000	9500000	chr1	9575000	9580000	0,0,0	7.683585	1.0	3.2196417	3.3495228	4.306306	3.6114092	1.6729281	6.5887628
chr1	165715000	165720000	chr1	165910000	165915000	0,0,0	9.431845	1.0	3.5827768	5.7856627	6.2384186	4.280861	2.3464067	9.423673
chr1	147720000	147725000	chr1	147890000	147895000	0,0,0	3.7887468	0.9865257	2.4121568	1.2170991	1.8368284	3.2255526	0.56291604	4.3074183
chr1	232635000	232640000	chr1	233165000	233170000	0,0,0	7.9265184	1.0	3.658642	2.1638918	4.5727844	4.797983	1.5229366	6.7214427
chr1	240730000	240735000	chr1	240880000	240885000	0,0,0	5.3342886	0.99854857	2.2928667	3.1776197	4.2339063	3.7113504	1.7284111	6.535901
chr1	30800000	30805000	chr1	30910000	30915000	0,0,0	13.145226	1.0	5.2245517	7.1975427	8.651663	6.613983	3.1543086	13.011799
chr1	18905000	18910000	chr1	19095000	19100000	0,0,0	5.4785624	0.99887747	3.0079958	2.3016155	3.6355298	4.7469893	1.1337111	6.7928696
chr1	34115000	34120000	chr1	34595000	34600000	0,0,0	5.8032246	0.9992832	2.124164	3.6359274	5.3552155	4.0094895	1.5722994	7.241425
chr1	2195000	2200000	chr1	2380000	2385000	0,0,0	15.467957	1.0	4.7080793	8.313457	9.587851	5.2557907	2.8366568	12.64553
chr1	92860000	92865000	chr1	92955000	92960000	0,0,0	6.236981	0.998687	2.8916018	2.9862587	4.06855	3.981679	1.1565157	6.6361313
chr1	229255000	229260000	chr1	229480000	229485000	0,0,0	9.951374	0.9999736	3.4101696	6.4121118	7.6217346	4.8428836	2.555526	10.542539
chr1	204160000	204165000	chr1	204400000	204405000	0,0,0	5.860667	0.99781716	2.176546	3.881443	4.0780673	2.6775954	1.6905812	6.127767
